farmer_id,village,district,state,main_crop,landholding_acres,recency_days,retention_t,retention_trend,monetary_12m,risk_prob,risk_tier,segment,drought_stress,recommended_action
F01649,Harsola,Indore,Madhya Pradesh,Wheat,3.69,46.0,0.45266402465874067,-0.33242794049130764,237189.0,0.05817921343035498,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F01650,Harsola,Indore,Madhya Pradesh,Wheat,2.07,56.0,0.24458459007403346,-0.24845305819827182,82620.0,0.17464663463089722,Low,Stable,True,Drought response: emergency liquidity + insurance linkage
F01653,Harsola,Indore,Madhya Pradesh,Wheat,1.59,46.0,0.31377633711507297,-0.21047308551772154,66741.0,0.15060581181270835,Low,Stable,True,Drought response: emergency liquidity + insurance linkage
F01658,Harsola,Indore,Madhya Pradesh,Wheat,5.09,77.0,0.5002523977788996,-0.2591036549076987,355244.0,0.05817921343035498,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F01660,Harsola,Indore,Madhya Pradesh,Wheat,1.53,27.0,0.4327880512091039,-0.23991179796133344,92568.0,0.06406009431123585,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F01662,Harsola,Indore,Madhya Pradesh,Wheat,1.84,19.0,0.3596685082872928,-0.08927615799907346,87170.0,0.1211038961038961,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F01666,Harsola,Indore,Madhya Pradesh,Wheat,2.18,77.0,0.3180485203945615,-0.22661267057053086,102779.0,0.15060581181270835,Low,Stable,True,Drought response: emergency liquidity + insurance linkage
F01687,Kampel,Indore,Madhya Pradesh,Wheat,2.68,37.0,0.4845916795069337,-0.3361008184320604,212325.0,0.05751822635632443,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F01693,Mangliya,Indore,Madhya Pradesh,Wheat,1.94,82.0,0.2868059093224656,-0.11902641145517723,76679.0,0.16521620142309798,Low,Needs Attention,True,Drought response: emergency liquidity + insurance linkage
F01694,Mangliya,Indore,Madhya Pradesh,Wheat,2.31,27.0,0.527859237536657,-0.26856765479996747,163776.0,0.056816964084234665,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F01696,Mangliya,Indore,Madhya Pradesh,Wheat,1.98,41.0,0.6359568307449329,-0.2403318290488815,154669.0,0.02851878245643879,Low,Loyal Core,False,Loyalty intervention: visit + advance-payment contract
F01702,Mangliya,Indore,Madhya Pradesh,Wheat,3.31,47.0,0.6033613445378151,-0.3286508505841361,281917.0,0.04812912581864644,Low,Loyal Core,False,Loyalty intervention: visit + advance-payment contract
F01703,Mangliya,Indore,Madhya Pradesh,Wheat,2.43,27.0,0.39285000998601954,-0.1348558419041927,119722.0,0.08365594802658644,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F01706,Mangliya,Indore,Madhya Pradesh,Wheat,2.77,25.0,0.5123734533183353,-0.4677379229744253,220905.0,0.05817921343035498,Low,Champions,True,Drought response: emergency liquidity + insurance linkage
F01707,Mangliya,Indore,Madhya Pradesh,Wheat,0.84,28.0,0.6245376078914919,-0.25796558495652844,70815.0,0.03255030655129117,Low,Loyal Core,False,Loyalty intervention: visit + advance-payment contract
F01709,Mangliya,Indore,Madhya Pradesh,Wheat,4.7,73.0,0.16345420886420559,-0.7878351894165968,289036.0,0.16521620142309798,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F01714,Mangliya,Indore,Madhya Pradesh,Wheat,2.48,47.0,0.5889763779527558,-0.2580876010130636,181624.0,0.05086458313185371,Low,Loyal Core,False,Loyalty intervention: visit + advance-payment contract
F01718,Sanwer,Indore,Madhya Pradesh,Wheat,3.27,28.0,0.39572363172171693,-0.19884410593976037,176443.0,0.08365594802658644,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F01719,Sanwer,Indore,Madhya Pradesh,Wheat,1.72,88.0,0.26619853175869773,-0.19503407261505973,68591.0,0.16614004287346062,Low,Needs Attention,True,Drought response: emergency liquidity + insurance linkage
F01722,Sanwer,Indore,Madhya Pradesh,Wheat,2.8,88.0,0.5724271844660194,-0.19422477848060615,188114.0,0.05020582160352697,Low,Stable,False,Loyalty intervention: visit + advance-payment contract
F01724,Sanwer,Indore,Madhya Pradesh,Wheat,12.0,60.0,0.47549853820308063,-0.21234802120061003,755595.0,0.05751822635632443,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F01730,Sanwer,Indore,Madhya Pradesh,Wheat,2.52,41.0,0.3957464553794829,-0.4375868779538505,173440.0,0.08365594802658644,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F01732,Sanwer,Indore,Madhya Pradesh,Wheat,3.48,46.0,0.6488460414840783,-0.045125589721595416,243287.0,0.017421182711435286,Low,Loyal Core,False,Monitor
F01740,Depalpur,Indore,Madhya Pradesh,Wheat,1.87,76.0,0.5201578798985057,-0.3867247111946117,145445.0,0.05817921343035498,Low,Stable,True,Drought response: emergency liquidity + insurance linkage
F01741,Depalpur,Indore,Madhya Pradesh,Wheat,1.64,26.0,0.5611077664057796,-0.14592876945348965,111579.0,0.03273756347688747,Low,Loyal Core,False,Monitor
F01747,Depalpur,Indore,Madhya Pradesh,Wheat,2.84,25.0,0.5782275711159737,-0.35829986541146275,223809.0,0.05751822635632443,Low,Champions,False,Loyalty intervention: visit + advance-payment contract
F01750,Depalpur,Indore,Madhya Pradesh,Wheat,3.66,22.0,0.29247757073844033,-0.2623257819372528,166055.0,0.09253246753246754,Low,Champions,True,Drought response: emergency liquidity + insurance linkage
F01753,Depalpur,Indore,Madhya Pradesh,Wheat,3.36,56.0,0.5895755305867665,-0.27932492484589466,252680.0,0.04812912581864644,Low,Loyal Core,False,Loyalty intervention: visit + advance-payment contract
F01765,Barnagar,Ujjain,Madhya Pradesh,Wheat,4.73,46.0,0.45518299364453213,-0.376919418960096,327501.3,0.05817921343035498,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F01772,Barnagar,Ujjain,Madhya Pradesh,Wheat,3.47,16.0,0.3098310291858679,-0.24346677227982172,161350.4,0.1211038961038961,Low,Champions,True,Drought response: emergency liquidity + insurance linkage
F01774,Barnagar,Ujjain,Madhya Pradesh,Other,2.99,29.0,0.49105783866057834,-0.37039015839932604,217239.55,0.05817921343035498,Low,Champions,True,Drought response: emergency liquidity + insurance linkage
F01779,Barnagar,Ujjain,Madhya Pradesh,Wheat,2.97,29.0,0.5445507409491653,-0.3038336832430467,203976.09999999998,0.05751822635632443,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F01781,Barnagar,Ujjain,Madhya Pradesh,Wheat,3.28,17.0,0.6210477371357718,-0.0879469718589373,235833.4,0.017421182711435286,Low,Champions,False,Monitor
F01782,Barnagar,Ujjain,Madhya Pradesh,Wheat,9.72,50.0,0.3296349895481589,-0.14710642266558155,418651.35,0.09253246753246754,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F01784,Khachrod,Ujjain,Madhya Pradesh,Gram,1.93,28.0,0.5500100220485067,-0.2273709303324457,197140.5,0.042785425542892205,Low,Loyal Core,False,Loyalty intervention: visit + advance-payment contract
F01787,Khachrod,Ujjain,Madhya Pradesh,Wheat,3.14,56.0,0.41332390881781234,-0.48787677728853407,217079.1,0.05817921343035498,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F01788,Khachrod,Ujjain,Madhya Pradesh,Wheat,7.74,22.0,0.44862942038083287,-0.4207392922594937,540541.5,0.05817921343035498,Low,Champions,True,Drought response: emergency liquidity + insurance linkage
F01798,Khachrod,Ujjain,Madhya Pradesh,Wheat,9.85,77.0,0.11854466467553625,-0.11440659154768941,187511.8,0.15060581181270835,Low,Stable,True,Drought response: emergency liquidity + insurance linkage
F01803,Khachrod,Ujjain,Madhya Pradesh,Wheat,6.61,43.0,0.5288632703229634,-0.3067805990547323,508397.5,0.05817921343035498,Low,Champions,True,Drought response: emergency liquidity + insurance linkage
F01805,Khachrod,Ujjain,Madhya Pradesh,Wheat,2.2,68.0,0.527972027972028,-0.36377016739554513,167290.35,0.05817921343035498,Low,Stable,True,Drought response: emergency liquidity + insurance linkage
F01806,Khachrod,Ujjain,Madhya Pradesh,Wheat,2.21,81.0,0.7353683148335015,-0.18854989724448223,200385.4,0.03072143444462941,Low,Stable,False,Loyalty intervention: visit + advance-payment contract
F01809,Khachrod,Ujjain,Madhya Pradesh,Wheat,5.1,45.0,0.5653238143804182,-0.23780325014281456,377341.45,0.033396325005214215,Low,Champions,False,Loyalty intervention: visit + advance-payment contract
F01815,Nagda,Ujjain,Madhya Pradesh,Wheat,1.42,22.0,0.5800339366515839,-0.18403699627054426,135415.3,0.03273756347688747,Low,Loyal Core,False,Loyalty intervention: visit + advance-payment contract
F01817,Nagda,Ujjain,Madhya Pradesh,Gram,1.05,42.0,0.48498009410061527,-0.24307129776233982,97326.15,0.05203933025242832,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F01818,Nagda,Ujjain,Madhya Pradesh,Wheat,3.49,18.0,0.582086384378648,-0.20129544555992296,366128.95,0.03129013411144051,Low,Champions,False,Loyalty intervention: visit + advance-payment contract
F01823,Nagda,Ujjain,Madhya Pradesh,Gram,0.88,39.0,0.48098530682800344,-0.357033434805196,83597.0,0.05751822635632443,Low,Stable,True,Drought response: emergency liquidity + insurance linkage
F01825,Nagda,Ujjain,Madhya Pradesh,Wheat,5.57,34.0,0.4028555937104644,-0.32428700782827236,357818.1,0.06406009431123585,Low,Champions,True,Drought response: emergency liquidity + insurance linkage
F01829,Nagda,Ujjain,Madhya Pradesh,Wheat,4.57,53.0,0.4229024943310658,-0.16102974386195262,238283.1,0.07052489244270066,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F01831,Nagda,Ujjain,Madhya Pradesh,Wheat,4.01,59.0,0.4911581569115816,-0.2894904062310496,286705.6,0.05817921343035498,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F01833,Unhel,Ujjain,Madhya Pradesh,Wheat,2.08,48.0,0.5773140716960942,-0.14266467431878382,210577.15000000002,0.024774123887905876,Low,Loyal Core,False,Monitor
F01837,Unhel,Ujjain,Madhya Pradesh,Wheat,2.21,49.0,0.20570012391573728,-0.2877008913126891,83811.0,0.09253246753246754,Low,Stable,True,Drought response: emergency liquidity + insurance linkage
F01838,Unhel,Ujjain,Madhya Pradesh,Wheat,5.15,83.0,0.5390376758965048,-0.4179716698978876,403415.7,0.05817921343035498,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F01839,Unhel,Ujjain,Madhya Pradesh,Wheat,2.43,60.0,0.4574230940704414,-0.408850704660293,177334.5,0.05817921343035498,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F01842,Unhel,Ujjain,Madhya Pradesh,Wheat,2.26,24.0,0.4950898203592814,-0.32565539615632777,159290.25,0.05751822635632443,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F01848,Unhel,Ujjain,Madhya Pradesh,Wheat,3.31,47.0,0.5240469679909925,-0.33056296108702177,241536.59999999998,0.05751822635632443,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F01859,Unhel,Ujjain,Madhya Pradesh,Gram,2.47,68.0,0.6660021469099832,-0.15507845539293985,277386.05,0.03214137905717364,Low,Loyal Core,False,Loyalty intervention: visit + advance-payment contract
F01865,Titrod,Ujjain,Madhya Pradesh,Wheat,4.01,90.0,0.27458754316408746,-0.2063058906356972,167442.7,0.09253246753246754,Low,Stable,True,Drought response: emergency liquidity + insurance linkage
F01866,Titrod,Ujjain,Madhya Pradesh,Other,1.71,27.0,0.6287829305464837,-0.17886412827704556,195122.25,0.037067872655527995,Low,Loyal Core,False,Loyalty intervention: visit + advance-payment contract
F01867,Titrod,Ujjain,Madhya Pradesh,Wheat,1.4,42.0,0.47328533535430095,-0.33754732430616774,99348.5,0.05817921343035498,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F01873,Titrod,Ujjain,Madhya Pradesh,Wheat,1.69,23.0,0.25324114088159033,-0.2102053343142321,65195.25,0.08947521817135234,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F01875,Titrod,Ujjain,Madhya Pradesh,Wheat,3.48,22.0,0.505137274717871,-0.3845299757199574,239308.0,0.05817921343035498,Low,Champions,True,Drought response: emergency liquidity + insurance linkage
F01876,Titrod,Ujjain,Madhya Pradesh,Wheat,2.76,51.0,0.22499488647985275,-0.630564773660524,169259.4,0.07052489244270066,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F01878,Titrod,Ujjain,Madhya Pradesh,Wheat,1.95,16.0,0.6054706752094628,-0.15446400089287804,166185.35,0.025066458665878116,Low,Champions,False,Loyalty intervention: visit + advance-payment contract
F01880,Titrod,Ujjain,Madhya Pradesh,Wheat,5.33,46.0,0.6017303392631477,-0.5029817026216692,524729.4,0.05817921343035498,Low,Loyal Core,False,Loyalty intervention: visit + advance-payment contract
F01881,Titrod,Ujjain,Madhya Pradesh,Wheat,2.23,68.0,0.6698941679801846,-0.25960583201981535,187860.9,0.05751822635632443,Low,Stable,False,Loyalty intervention: visit + advance-payment contract
F01886,Ghatia,Ujjain,Madhya Pradesh,Other,7.22,87.0,0.4972629908766362,-0.28289358365603673,495599.75,0.06406009431123585,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F01890,Ghatia,Ujjain,Madhya Pradesh,Wheat,3.51,22.0,0.29309309309309306,-0.27921731255064597,174787.65,0.15060581181270835,Low,Champions,True,Drought response: emergency liquidity + insurance linkage
F01893,Ghatia,Ujjain,Madhya Pradesh,Gram,1.84,65.0,0.32231083446800235,-0.2072117785973242,112447.54999999999,0.15060581181270835,Low,Stable,True,Drought response: emergency liquidity + insurance linkage
F01899,Ghatia,Ujjain,Madhya Pradesh,Gram,7.75,42.0,0.5610815559568549,-0.16367579591914105,757665.25,0.047427863546556676,Low,Champions,False,Loyalty intervention: visit + advance-payment contract
F01903,Ghatia,Ujjain,Madhya Pradesh,Wheat,1.99,21.0,0.5786290322580645,-0.21713496169049828,215113.45,0.02851878245643879,Low,Champions,False,Loyalty intervention: visit + advance-payment contract
F01905,Ghatia,Ujjain,Madhya Pradesh,Wheat,2.74,16.0,0.06327272727272727,-0.4387035573122531,87517.0,0.09253246753246754,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F01907,Ghatia,Ujjain,Madhya Pradesh,Gram,3.29,17.0,0.5631125280434526,-0.061590559842533255,287644.15,0.024027254796485566,Low,Champions,False,Monitor
F01909,Ghatia,Ujjain,Madhya Pradesh,Wheat,9.52,89.0,0.30398617262612077,-0.16648248914688885,413339.1,0.09253246753246754,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F01913,Bagli,Dewas,Madhya Pradesh,Mustard,2.17,39.0,0.4707207207207207,0.23404285226176727,94579.0,0.08365594802658644,Low,Stable,True,Drought response: emergency liquidity + insurance linkage
F01914,Bagli,Dewas,Madhya Pradesh,Mustard,1.54,16.0,0.5160249020059949,0.1941594585809185,119557.0,0.07052489244270066,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F01915,Bagli,Dewas,Madhya Pradesh,Mustard,3.1,-96.0,0.8026862026862027,0.27286386766082205,375497.0,0.05086458313185371,Low,Champions,False,Monitor
F01917,Bagli,Dewas,Madhya Pradesh,Mustard,0.92,37.0,0.9742547425474256,0.4334263401805616,82260.0,0.05222683247797403,Low,Stable,False,Monitor
F01918,Bagli,Dewas,Madhya Pradesh,Mustard,1.31,69.0,0.8953140578265205,0.6890054474258385,84425.0,0.05969496894154428,Low,Needs Attention,False,Monitor
F01921,Bagli,Dewas,Madhya Pradesh,Wheat,2.17,16.0,0.825886524822695,0.29461982252445873,262053.0,0.05086458313185371,Low,Champions,False,Monitor
F01929,Bagli,Dewas,Madhya Pradesh,Mustard,1.81,20.0,0.605655930871956,0.33139677921594207,84619.0,0.05751822635632443,Low,Loyal Core,False,Monitor
F01934,Bagli,Dewas,Madhya Pradesh,Wheat,2.56,17.0,0.4796025891916303,0.17937164230941322,175522.0,0.08365594802658644,Low,Champions,True,Drought response: emergency liquidity + insurance linkage
F01937,Bagli,Dewas,Madhya Pradesh,Mustard,2.55,24.0,0.7697431018078021,0.2793500887073655,183599.0,0.03575792970681152,Low,Loyal Core,False,Monitor
F01939,Bagli,Dewas,Madhya Pradesh,Mustard,3.51,72.0,0.5450777202072539,0.2631434136379108,166865.0,0.07052489244270066,Low,Stable,True,Drought response: emergency liquidity + insurance linkage
F01940,Kannod,Dewas,Madhya Pradesh,Mustard,1.66,64.0,0.8756633813495073,0.4381633813495073,120941.0,0.06557584982242516,Low,Stable,False,Monitor
F01948,Kannod,Dewas,Madhya Pradesh,Mustard,2.68,20.0,0.5557029177718832,0.21110307317203858,229209.0,0.05817921343035498,Low,Champions,False,Monitor
F01958,Kannod,Dewas,Madhya Pradesh,Mustard,1.38,91.0,0.42500000000000004,0.12980349344978176,55249.0,0.1211038961038961,Low,Needs Attention,True,Drought response: emergency liquidity + insurance linkage
F01959,Kannod,Dewas,Madhya Pradesh,Mustard,1.95,77.0,0.6581314878892733,0.5071066766702874,81321.0,0.0588549586029555,Low,Needs Attention,False,Monitor
F01964,Kannod,Dewas,Madhya Pradesh,Mustard,1.3,86.0,0.9250243427458618,0.314966634584279,117378.0,0.051568070949647285,Low,Stable,False,Monitor
F01969,Khategaon,Dewas,Madhya Pradesh,Mustard,1.99,29.0,0.6397952655150352,0.2545625207317286,116047.0,0.05751822635632443,Low,Loyal Core,False,Monitor
F01973,Khategaon,Dewas,Madhya Pradesh,Mustard,3.18,66.0,0.8341111582520152,0.3587408516726146,233742.0,0.05090708387561673,Low,Loyal Core,False,Monitor
F01974,Khategaon,Dewas,Madhya Pradesh,Mustard,1.58,25.0,0.4584269662921348,0.16880564791906322,72433.0,0.08681967927250946,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F01978,Khategaon,Dewas,Madhya Pradesh,Wheat,4.55,-4.0,0.7531182103484348,0.18978944948880971,514244.0,0.05751822635632443,Low,Champions,False,Monitor
F01979,Khategaon,Dewas,Madhya Pradesh,Mustard,1.53,25.0,0.8507223113964687,0.3770039466982208,120866.0,0.051565845403943475,Low,Loyal Core,False,Monitor
F01986,Khategaon,Dewas,Madhya Pradesh,Mustard,3.15,21.0,0.6140492531287849,0.18871285667325488,185592.0,0.05203933025242832,Low,Champions,False,Monitor
F01990,Satwas,Dewas,Madhya Pradesh,Mustard,4.67,54.0,0.3709997167941093,0.049187120787964944,169733.0,0.17495646116335772,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F01994,Satwas,Dewas,Madhya Pradesh,Mustard,3.0,38.0,0.78544061302682,0.24748202239841466,219953.0,0.037067872655527995,Low,Loyal Core,False,Monitor
F01998,Satwas,Dewas,Madhya Pradesh,Mustard,4.81,67.0,0.72886882367695,0.22684453217897427,339252.0,0.03645919197890128,Low,Loyal Core,False,Monitor
F02002,Satwas,Dewas,Madhya Pradesh,Wheat,1.38,33.0,0.7887744034707158,0.17770916812802373,164792.0,0.027678772117850005,Low,Loyal Core,False,Monitor
F02021,Sonkatch,Dewas,Madhya Pradesh,Mustard,3.33,73.0,0.9836384885079861,0.38641145211283867,307328.0,0.05086458313185371,Low,Loyal Core,False,Monitor
F02031,Sonkatch,Dewas,Madhya Pradesh,Wheat,2.44,19.0,0.8540785498489426,0.23149645358263582,320119.0,0.05020582160352697,Low,Champions,False,Monitor
F02035,Udaynagar,Dewas,Madhya Pradesh,Mustard,3.84,-35.0,0.6962270235407934,0.06335031121202617,289328.0,0.02851878245643879,Low,Champions,False,Monitor
F02036,Udaynagar,Dewas,Madhya Pradesh,Mustard,3.63,34.0,0.5051233793391887,0.11452221974199611,282263.0,0.07131026901424076,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F02038,Udaynagar,Dewas,Madhya Pradesh,Mustard,4.8,44.0,0.7474331164135937,0.11484599432727949,598935.0,0.025066458665878116,Low,Champions,False,Monitor
F02041,Udaynagar,Dewas,Madhya Pradesh,Mustard,1.33,55.0,0.3115530303030303,-0.11725768996497643,56315.0,0.28750623606472075,Moderate,Stable,True,Drought response: emergency liquidity + insurance linkage
F02042,Udaynagar,Dewas,Madhya Pradesh,Wheat,1.5,33.0,0.8748346123313047,0.3543504410091445,179294.0,0.0473492899291986,Low,Loyal Core,False,Monitor
F02044,Udaynagar,Dewas,Madhya Pradesh,Mustard,4.75,21.0,0.23589743589743592,0.05282792454162036,119948.0,0.2554086936269352,Moderate,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F02046,Udaynagar,Dewas,Madhya Pradesh,Mustard,2.86,21.0,0.2583370386838595,0.09972489494160422,67696.0,0.27679233995597746,Moderate,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F02049,Udaynagar,Dewas,Madhya Pradesh,Mustard,2.63,20.0,0.8176739461655662,0.35548907221598636,180270.0,0.05090708387561673,Low,Champions,False,Monitor
F02060,Udaynagar,Dewas,Madhya Pradesh,Mustard,7.17,18.0,0.8181150679183931,0.2642259339675035,885254.0,0.051565845403943475,Low,Champions,False,Monitor
F02061,Udaynagar,Dewas,Madhya Pradesh,Mustard,2.83,77.0,0.7812074443940082,0.17710410092896267,221356.0,0.028380034389939766,Low,Loyal Core,False,Monitor
F02064,Bajna,Ratlam,Madhya Pradesh,Mustard,4.58,55.0,0.6936864633493847,0.029219516028870407,649297.2,0.03645919197890128,Low,Loyal Core,False,Monitor
F02065,Bajna,Ratlam,Madhya Pradesh,Groundnut,6.45,43.0,0.8880102979036412,0.15044239150999306,832045.0,0.01915886295225479,Low,Champions,False,Monitor
F02066,Bajna,Ratlam,Madhya Pradesh,Groundnut,1.48,26.0,0.834072759538598,-0.16004142527599874,210962.25,0.056816964084234665,Low,Champions,False,Loyalty intervention: visit + advance-payment contract
F02068,Bajna,Ratlam,Madhya Pradesh,Groundnut,2.09,87.0,0.3533969010727056,-0.5013928691917071,213549.95,0.6928202950247,Critical,Loyal Core,False,Loyalty intervention: visit + advance-payment contract
F02079,Bajna,Ratlam,Madhya Pradesh,Groundnut,1.66,48.0,0.864825581395349,-0.06220008543907474,257293.59999999998,0.03945935356191767,Low,Loyal Core,False,Monitor
F02083,Bajna,Ratlam,Madhya Pradesh,Mustard,2.49,67.0,0.8321536905965622,-0.12555240259340206,367287.60000000003,0.024774123887905876,Low,Loyal Core,False,Monitor
F02088,Bajna,Ratlam,Madhya Pradesh,Mustard,2.74,20.0,0.7029250457038391,0.3653866890724037,196970.5,0.05020582160352697,Low,Champions,False,Monitor
F02090,Jaora,Ratlam,Madhya Pradesh,Groundnut,2.04,55.0,0.8103141671606402,-0.036695224831450934,360692.35,0.02065862301134478,Low,Loyal Core,False,Monitor
F02091,Jaora,Ratlam,Madhya Pradesh,Gram,3.13,27.0,0.8846403110823075,-0.17576237348145096,624085.0,0.03575792970681152,Low,Champions,False,Loyalty intervention: visit + advance-payment contract
F02092,Jaora,Ratlam,Madhya Pradesh,Groundnut,2.03,81.0,0.8625162127107653,0.1261163896236357,245581.8,0.015340161623754933,Low,Loyal Core,False,Monitor
F02095,Jaora,Ratlam,Madhya Pradesh,Groundnut,7.73,81.0,0.8020579002441577,-0.04345407972961757,923202.25,0.032853281476867384,Low,Loyal Core,False,Monitor
F02096,Jaora,Ratlam,Madhya Pradesh,Groundnut,0.75,67.0,0.8590831918505942,0.036948804498815435,94094.3,0.024177939468192043,Low,Needs Attention,False,Monitor
F02104,Jaora,Ratlam,Madhya Pradesh,Mustard,0.77,56.0,0.8197492163009404,-0.013379618054887854,93446.7,0.02332669452245891,Low,Stable,False,Monitor
F02107,Jaora,Ratlam,Madhya Pradesh,Gram,2.64,29.0,0.8628454452405321,0.010474035754894029,458390.55000000005,0.022106052376791745,Low,Champions,False,Monitor
F02108,Jaora,Ratlam,Madhya Pradesh,Mustard,4.33,44.0,0.5328688276279915,-0.03922311572004655,361015.5,0.0451470302444895,Low,Champions,False,Monitor
F02121,Namli,Ratlam,Madhya Pradesh,Mustard,3.03,20.0,0.5587620242576328,0.03278258552465141,259404.95,0.04081672106584898,Low,Champions,False,Monitor
F02123,Namli,Ratlam,Madhya Pradesh,Groundnut,2.1,30.0,0.8050694025347013,-0.041960703242353126,299443.45,0.02065862301134478,Low,Champions,False,Monitor
F02128,Namli,Ratlam,Madhya Pradesh,Mustard,4.39,37.0,0.5424143556280587,-0.05401066919815778,430508.4,0.036597940045400304,Low,Champions,False,Monitor
F02133,Namli,Ratlam,Madhya Pradesh,Mustard,2.06,42.0,0.7538265306122448,-0.03719964304791312,332970.80000000005,0.005319148936170213,Low,Champions,False,Monitor
F02144,Piploda,Ratlam,Madhya Pradesh,Groundnut,2.35,48.0,0.8835051546391752,-0.040905980264465125,458235.35,0.024177939468192043,Low,Loyal Core,False,Monitor
F02145,Piploda,Ratlam,Madhya Pradesh,Groundnut,5.28,34.0,0.7595870206489675,-0.12484863715117622,683042.5,0.024774123887905876,Low,Champions,False,Monitor
F02146,Piploda,Ratlam,Madhya Pradesh,Groundnut,1.58,52.0,0.9902676399026764,0.18374083337586977,227010.35,0.051565845403943475,Low,Loyal Core,False,Monitor
F02149,Piploda,Ratlam,Madhya Pradesh,Mustard,3.12,24.0,0.8288498199533998,-0.016463578551488056,562318.2,0.024774123887905876,Low,Champions,False,Monitor
F02151,Piploda,Ratlam,Madhya Pradesh,Mustard,2.16,34.0,0.7463976945244956,-0.07785241109443142,265253.95,0.024774123887905876,Low,Loyal Core,False,Monitor
F02154,Piploda,Ratlam,Madhya Pradesh,Groundnut,3.52,24.0,0.8382517743742995,-0.08650882754088518,442283.9,0.017738886104461813,Low,Champions,False,Monitor
F02156,Piploda,Ratlam,Madhya Pradesh,Groundnut,2.74,69.0,0.8888374247336731,0.02062529389848733,396271.0,0.022106052376791745,Low,Loyal Core,False,Monitor
F02162,Piploda,Ratlam,Madhya Pradesh,Mustard,1.23,53.0,0.7929155313351499,0.03397666166963653,258882.69999999998,0.02065862301134478,Low,Loyal Core,False,Monitor
F02168,Sailana,Ratlam,Madhya Pradesh,Gram,9.06,56.0,0.5685064235986507,-0.00511007629924598,1116165.2000000002,0.04812912581864644,Low,Loyal Core,False,Monitor
F02174,Sailana,Ratlam,Madhya Pradesh,Mustard,1.43,90.0,0.8658204895738894,0.14251031901166566,174560.25,0.03790788299411678,Low,Stable,False,Monitor
F02178,Sailana,Ratlam,Madhya Pradesh,Groundnut,4.04,45.0,0.602486355366889,-0.23027027669770161,466534.35,0.04879011289267699,Low,Champions,False,Loyalty intervention: visit + advance-payment contract
F02184,Sailana,Ratlam,Madhya Pradesh,Groundnut,4.68,43.0,0.5067385444743935,0.02002835561918248,438475.35,0.047427863546556676,Low,Champions,False,Monitor
F02189,Sailana,Ratlam,Madhya Pradesh,Gram,3.18,22.0,0.8098375054896794,0.09589737848635305,462791.39999999997,0.005319148936170213,Low,Champions,False,Monitor
F02195,Tal,Ratlam,Madhya Pradesh,Mustard,1.94,21.0,0.7530534351145037,-0.16170229768709155,312420.44999999995,0.02679025292016394,Low,Champions,False,Loyalty intervention: visit + advance-payment contract
F02196,Tal,Ratlam,Madhya Pradesh,Groundnut,4.66,36.0,0.41119636260301223,-0.06211324593791301,330341.6,0.07640577332358155,Low,Champions,False,Monitor
F02201,Tal,Ratlam,Madhya Pradesh,Mustard,3.02,16.0,0.8102799832845801,0.05792638507171899,494975.35,0.005319148936170213,Low,Champions,False,Monitor
F02202,Tal,Ratlam,Madhya Pradesh,Groundnut,5.82,51.0,0.5600552231937413,0.00259330927568191,533267.25,0.04217674486626549,Low,Loyal Core,False,Monitor
