txn_id,date,season,gid,farmer_id,txn_type,item,qty_tons,rate_inr,amount_inr
T001304,2019-10-04,2019-K,BRD-NSK,F01316,DELIVERY,Paddy,2.88,2170.0,62496.0
T000320,2019-10-04,2019-K,BRD-YTM,F01076,DELIVERY,Cotton,0.06999999999999999,7045.0,4649.7
T004307,2019-10-04,2019-K,BRD-RTL,F02181,DELIVERY,Other,0.51,5035.0,25779.2
T002836,2019-10-05,2019-K,BRD-UJN,F01776,DELIVERY,Soybean,0.817,4715.0,38521.55
T004241,2019-10-05,2019-K,BRD-RTL,F02163,DELIVERY,Soybean,0.28,4740.0,13082.4
T000141,2019-10-05,2019-K,BRD-YTM,F01036,DELIVERY,Cotton,0.7240000000000001,7465.0,54046.6
T001887,2019-10-05,2019-K,BRD-AUR,F01490,DELIVERY,Other,1.85,5005.0,92592.5
T004005,2019-10-05,2019-K,BRD-RTL,F02103,DELIVERY,Other,0.249,4570.0,11379.3
T003045,2019-10-05,2019-K,BRD-UJN,F01835,DELIVERY,Other,0.47800000000000004,4590.0,21940.2
T001809,2019-10-05,2019-K,BRD-AUR,F01469,DELIVERY,Other,1.279,4935.0,63118.65
T004002,2019-10-05,2019-K,BRD-RTL,F02103,DELIVERY,Groundnut,0.38,6605.0,25099.0
T003242,2019-10-05,2019-K,BRD-UJN,F01896,DELIVERY,Soybean,0.044,4965.0,2184.6
T001739,2019-10-05,2019-K,BRD-NSK,F01447,DELIVERY,Paddy,1.805,2065.0,37273.25
T004080,2019-10-05,2019-K,BRD-RTL,F02119,DELIVERY,Groundnut,1.78,7200.0,127944.0
T002867,2019-10-05,2019-K,BRD-UJN,F01786,DELIVERY,Other,1.94,5010.0,96943.5
T002242,2019-10-05,2019-K,BRD-AUR,F01595,DELIVERY,Other,0.641,4835.0,30992.35
T004396,2019-10-05,2019-K,BRD-RTL,F02203,DELIVERY,Groundnut,2.317,6820.0,158019.4
T002198,2019-10-05,2019-K,BRD-AUR,F01583,DELIVERY,Soybean,0.059,4810.0,2837.9
T004288,2019-10-05,2019-K,BRD-RTL,F02175,LOAN_REPAY,Loan EMI,,,6500.0
T004275,2019-10-05,2019-K,BRD-RTL,F02171,DELIVERY,Other,1.082,4530.0,49014.6
T003113,2019-10-05,2019-K,BRD-UJN,F01854,LOAN_REPAY,Loan EMI,,,2300.0
T002085,2019-10-05,2019-K,BRD-AUR,F01547,DELIVERY,Other,0.929,5065.0,47053.85
T004210,2019-10-05,2019-K,BRD-RTL,F02155,DELIVERY,Groundnut,0.13,6390.0,8115.3
T003168,2019-10-05,2019-K,BRD-UJN,F01873,DELIVERY,Soybean,0.1,5130.0,5130.0
T003842,2019-10-05,2019-K,BRD-RTL,F02064,DELIVERY,Groundnut,3.4600000000000004,7915.0,274254.75
T000652,2019-10-05,2019-K,BRD-AMT,F01154,DELIVERY,Other,0.126,4765.0,6004.0
T002537,2019-10-05,2019-K,BRD-IND,F01687,DELIVERY,Soybean,1.424,5170.0,73621.0
T001246,2019-10-05,2019-K,BRD-AMT,F01299,DELIVERY,Other,1.052,4950.0,52074.0
T002672,2019-10-05,2019-K,BRD-IND,F01727,DELIVERY,Soybean,0.276,5180.0,14297.0
T001196,2019-10-05,2019-K,BRD-AMT,F01289,DELIVERY,Cotton,0.010000000000000002,7270.0,727.0
T000985,2019-10-05,2019-K,BRD-AMT,F01238,DELIVERY,Cotton,0.39,7420.0,28864.0
T002431,2019-10-05,2019-K,BRD-IND,F01655,DELIVERY,Other,0.115,4815.0,5537.0
T001042,2019-10-05,2019-K,BRD-AMT,F01253,DELIVERY,Soybean,0.339,4795.0,16255.0
T002716,2019-10-05,2019-K,BRD-IND,F01738,DELIVERY,Other,0.113,4820.0,5447.0
T002536,2019-10-05,2019-K,BRD-IND,F01687,DELIVERY,Soybean,0.438,5170.0,22645.0
T000669,2019-10-05,2019-K,BRD-AMT,F01159,DELIVERY,Soybean,2.103,5115.0,107568.0
T000181,2019-10-05,2019-K,BRD-YTM,F01044,DELIVERY,Soybean,0.124,4585.0,5685.4
T001049,2019-10-05,2019-K,BRD-AMT,F01254,DELIVERY,Cotton,1.152,7205.0,83002.0
T000438,2019-10-05,2019-K,BRD-YTM,F01104,DELIVERY,Other,3.88,4665.0,180955.35
T002843,2019-10-06,2019-K,BRD-UJN,F01778,DELIVERY,Soybean,0.98,4600.0,45080.0
T002825,2019-10-06,2019-K,BRD-UJN,F01772,LOAN_REPAY,Loan EMI,,,4900.0
T001616,2019-10-06,2019-K,BRD-NSK,F01409,DELIVERY,Paddy,2.671,2300.0,61433.0
T003645,2019-10-06,2019-K,BRD-DWS,F02006,INPUT_PURCHASE,Seeds,0.044,113.0,4979.0
T002304,2019-10-06,2019-K,BRD-AUR,F01615,DELIVERY,Soybean,0.39,4870.0,18993.0
T000799,2019-10-06,2019-K,BRD-AMT,F01193,DELIVERY,Soybean,0.9500000000000001,5010.0,47745.0
T004477,2019-10-06,2019-K,BRD-AUR,F02222,DELIVERY,Other,0.172,4970.0,8548.4
T004003,2019-10-06,2019-K,BRD-RTL,F02103,DELIVERY,Groundnut,0.29,6605.0,19418.7
T001206,2019-10-06,2019-K,BRD-AMT,F01291,DELIVERY,Cotton,0.2,7225.0,14594.5
T000767,2019-10-06,2019-K,BRD-AMT,F01184,DELIVERY,Other,0.669,4610.0,30841.0
T004090,2019-10-06,2019-K,BRD-RTL,F02124,DELIVERY,Soybean,0.329,4925.0,16203.25
T004060,2019-10-06,2019-K,BRD-RTL,F02115,DELIVERY,Soybean,0.354,4775.0,16903.5
T004303,2019-10-06,2019-K,BRD-RTL,F02180,DELIVERY,Groundnut,1.0,6810.0,67895.7
T002525,2019-10-06,2019-K,BRD-IND,F01684,DELIVERY,Soybean,0.374,4820.0,18027.0
T002972,2019-10-06,2019-K,BRD-UJN,F01816,DELIVERY,Other,0.303,4950.0,14998.5
T003441,2019-10-06,2019-K,BRD-DWS,F01947,DELIVERY,Other,0.253,4735.0,11980.0
T002513,2019-10-06,2019-K,BRD-IND,F01682,DELIVERY,Other,0.368,4685.0,17241.0
T002747,2019-10-06,2019-K,BRD-IND,F01748,DELIVERY,Soybean,0.199,4870.0,9691.0
T002263,2019-10-06,2019-K,BRD-AUR,F01603,DELIVERY,Soybean,1.817,4645.0,84399.65
T002010,2019-10-06,2019-K,BRD-AUR,F01525,DELIVERY,Soybean,0.709,4555.0,32294.95
T002746,2019-10-06,2019-K,BRD-IND,F01748,DELIVERY,Soybean,0.301,4870.0,14659.0
T001907,2019-10-06,2019-K,BRD-AUR,F01496,DELIVERY,Soybean,0.072,4960.0,3571.2
T001440,2019-10-06,2019-K,BRD-NSK,F01352,DELIVERY,Paddy,3.299,2205.0,72742.95
T004317,2019-10-06,2019-K,BRD-RTL,F02183,DELIVERY,Groundnut,0.2,7275.0,14477.25
T003674,2019-10-06,2019-K,BRD-DWS,F02016,DELIVERY,Other,1.63,5150.0,83894.0
T004535,2019-10-06,2019-K,BRD-IND,F02236,DELIVERY,Soybean,0.104,5165.0,5372.0
T003476,2019-10-06,2019-K,BRD-DWS,F01956,LOAN_REPAY,Loan EMI,,,6600.0
T000944,2019-10-06,2019-K,BRD-AMT,F01230,DELIVERY,Cotton,0.35000000000000003,7985.0,28107.0
T004497,2019-10-06,2019-K,BRD-DWS,F02227,DELIVERY,Soybean,0.923,5045.0,46565.0
T001355,2019-10-06,2019-K,BRD-NSK,F01332,DELIVERY,Paddy,3.087,2170.0,66987.9
T002914,2019-10-06,2019-K,BRD-UJN,F01799,DELIVERY,Other,0.405,5005.0,20270.25
T000119,2019-10-06,2019-K,BRD-YTM,F01029,DELIVERY,Cotton,0.44900000000000007,7675.0,34460.75
T001044,2019-10-06,2019-K,BRD-AMT,F01253,LOAN_REPAY,Loan EMI,,,2900.0
T000294,2019-10-07,2019-K,BRD-YTM,F01069,LOAN_REPAY,Loan EMI,,,2600.0
T002990,2019-10-07,2019-K,BRD-UJN,F01820,DELIVERY,Other,0.14,4965.0,6951.0
T004580,2019-10-07,2019-K,BRD-RTL,F02254,DELIVERY,Groundnut,2.006,6915.0,138714.9
T001541,2019-10-07,2019-K,BRD-NSK,F01384,DELIVERY,Paddy,2.788,2300.0,64124.0
T001358,2019-10-07,2019-K,BRD-NSK,F01333,DELIVERY,Paddy,2.085,2285.0,47642.25
T002559,2019-10-07,2019-K,BRD-IND,F01694,DELIVERY,Other,0.883,4605.0,40662.0
T004151,2019-10-07,2019-K,BRD-RTL,F02139,LOAN_REPAY,Loan EMI,,,1900.0
T001131,2019-10-07,2019-K,BRD-AMT,F01273,DELIVERY,Cotton,0.006,7555.0,453.0
T001816,2019-10-07,2019-K,BRD-AUR,F01471,DELIVERY,Soybean,0.295,4545.0,13407.75
T002121,2019-10-07,2019-K,BRD-AUR,F01560,DELIVERY,Soybean,0.195,4925.0,9603.75
T004170,2019-10-07,2019-K,BRD-RTL,F02145,DELIVERY,Groundnut,3.059,7130.0,218106.7
T002477,2019-10-07,2019-K,BRD-IND,F01671,DELIVERY,Soybean,0.738,4935.0,36420.0
T002087,2019-10-07,2019-K,BRD-AUR,F01548,DELIVERY,Soybean,0.693,4610.0,31947.3
T002464,2019-10-07,2019-K,BRD-IND,F01665,DELIVERY,Soybean,0.105,5015.0,5266.0
T001481,2019-10-07,2019-K,BRD-NSK,F01364,DELIVERY,Paddy,0.75,2195.0,16462.5
T003524,2019-10-07,2019-K,BRD-DWS,F01972,DELIVERY,Soybean,0.48,4590.0,22078.0
T001393,2019-10-07,2019-K,BRD-NSK,F01340,DELIVERY,Paddy,5.631,2030.0,114309.3
T001111,2019-10-07,2019-K,BRD-AMT,F01269,DELIVERY,Soybean,0.79,4830.0,38157.0
T002147,2019-10-07,2019-K,BRD-AUR,F01566,DELIVERY,Other,1.589,4920.0,78178.8
T001706,2019-10-07,2019-K,BRD-NSK,F01437,DELIVERY,Paddy,2.464,2080.0,51251.2
T001007,2019-10-07,2019-K,BRD-AMT,F01243,DELIVERY,Other,0.08700000000000001,4960.0,4315.0
T000397,2019-10-07,2019-K,BRD-YTM,F01096,DELIVERY,Cotton,0.5700000000000001,7455.0,42269.85
T003573,2019-10-07,2019-K,BRD-DWS,F01985,INPUT_PURCHASE,Fertilizer,0.302,29.0,8716.0
T004230,2019-10-07,2019-K,BRD-RTL,F02160,DELIVERY,Groundnut,0.58,7210.0,42178.5
T000234,2019-10-07,2019-K,BRD-YTM,F01056,DELIVERY,Cotton,0.505,7740.0,39087.0
T000068,2019-10-07,2019-K,BRD-YTM,F01017,DELIVERY,Cotton,0.7610000000000001,8115.0,61755.15
T002372,2019-10-07,2019-K,BRD-IND,F01637,DELIVERY,Soybean,3.726,4755.0,177171.0
T003216,2019-10-07,2019-K,BRD-UJN,F01887,DELIVERY,Other,0.088,4885.0,4298.8
T003638,2019-10-07,2019-K,BRD-DWS,F02003,INPUT_PURCHASE,Seeds,0.269,91.0,24371.0
T001299,2019-10-07,2019-K,BRD-NSK,F01313,DELIVERY,Paddy,0.324,2160.0,6998.4
T001633,2019-10-07,2019-K,BRD-NSK,F01413,DELIVERY,Paddy,0.036,2255.0,811.8
T000185,2019-10-07,2019-K,BRD-YTM,F01045,DELIVERY,Cotton,0.1,7780.0,7780.0
T004406,2019-10-07,2019-K,BRD-RTL,F02205,DELIVERY,Groundnut,0.11100000000000002,7255.0,8053.05
T000612,2019-10-07,2019-K,BRD-YTM,F01145,DELIVERY,Cotton,0.252,7595.0,19139.4
T004227,2019-10-07,2019-K,BRD-RTL,F02159,DELIVERY,Soybean,0.063,4875.0,3071.25
T001586,2019-10-07,2019-K,BRD-NSK,F01399,DELIVERY,Paddy,1.262,2300.0,29026.0
T000627,2019-10-07,2019-K,BRD-YTM,F01148,DELIVERY,Cotton,0.32000000000000006,7880.0,25294.8
T001239,2019-10-07,2019-K,BRD-AMT,F01297,LOAN_REPAY,Loan EMI,,,6400.0
T002597,2019-10-07,2019-K,BRD-IND,F01707,DELIVERY,Soybean,0.536,4925.0,26398.0
T003142,2019-10-07,2019-K,BRD-UJN,F01865,DELIVERY,Soybean,1.848,4655.0,86024.4
T000866,2019-10-07,2019-K,BRD-AMT,F01209,DELIVERY,Cotton,0.75,7840.0,58722.0
T000078,2019-10-07,2019-K,BRD-YTM,F01019,DELIVERY,Other,0.19,5040.0,9374.4
T000334,2019-10-07,2019-K,BRD-YTM,F01079,DELIVERY,Soybean,0.339,5160.0,17492.4
T003983,2019-10-07,2019-K,BRD-RTL,F02098,DELIVERY,Groundnut,0.374,6905.0,25824.7
T002651,2019-10-07,2019-K,BRD-IND,F01721,DELIVERY,Soybean,0.888,4555.0,40448.0
T003733,2019-10-07,2019-K,BRD-DWS,F02032,DELIVERY,Soybean,0.017,4945.0,841.0
T000564,2019-10-07,2019-K,BRD-YTM,F01134,DELIVERY,Soybean,0.18000000000000002,5170.0,9202.6
T003611,2019-10-07,2019-K,BRD-DWS,F01996,DELIVERY,Other,0.45999999999999996,4830.0,22218.0
T003994,2019-10-07,2019-K,BRD-RTL,F02100,DELIVERY,Groundnut,0.4,6960.0,27631.2
T001056,2019-10-07,2019-K,BRD-AMT,F01255,DELIVERY,Other,0.062,5140.0,3187.0
T001735,2019-10-08,2019-K,BRD-NSK,F01445,DELIVERY,Paddy,0.888,2210.0,19624.8
T003928,2019-10-08,2019-K,BRD-RTL,F02085,DELIVERY,Groundnut,1.929,6915.0,133390.35
T001617,2019-10-08,2019-K,BRD-NSK,F01409,DELIVERY,Paddy,2.82,2300.0,64860.0
T002595,2019-10-08,2019-K,BRD-IND,F01706,DELIVERY,Other,2.195,4805.0,105470.0
T002273,2019-10-08,2019-K,BRD-AUR,F01606,DELIVERY,Soybean,1.034,4995.0,51648.3
T003892,2019-10-08,2019-K,BRD-RTL,F02077,DELIVERY,Groundnut,0.253,7555.0,19114.15
T004483,2019-10-08,2019-K,BRD-AMT,F02224,DELIVERY,Other,0.7130000000000001,4960.0,35365.0
T001754,2019-10-08,2019-K,BRD-NSK,F01452,DELIVERY,Paddy,2.194,2115.0,46403.1
T003037,2019-10-08,2019-K,BRD-UJN,F01833,DELIVERY,Other,0.24300000000000002,4750.0,11542.5
T002303,2019-10-08,2019-K,BRD-AUR,F01615,DELIVERY,Other,0.342,4870.0,16655.4
T003911,2019-10-08,2019-K,BRD-RTL,F02081,DELIVERY,Other,0.17800000000000002,4785.0,8517.3
T000161,2019-10-08,2019-K,BRD-YTM,F01039,DELIVERY,Other,0.06999999999999999,4715.0,3347.65
T002307,2019-10-08,2019-K,BRD-AUR,F01615,LOAN_REPAY,Loan EMI,,,3000.0
T003698,2019-10-08,2019-K,BRD-DWS,F02022,DELIVERY,Soybean,1.886,4790.0,90339.0
T003262,2019-10-08,2019-K,BRD-UJN,F01901,DELIVERY,Soybean,0.878,4705.0,41309.9
T000809,2019-10-08,2019-K,BRD-AMT,F01195,DELIVERY,Soybean,3.193,4835.0,154382.0
T001411,2019-10-08,2019-K,BRD-NSK,F01345,DELIVERY,Paddy,1.907,2205.0,42049.35
T003314,2019-10-08,2019-K,BRD-DWS,F01912,DELIVERY,Other,2.056,4835.0,99408.0
T004142,2019-10-08,2019-K,BRD-RTL,F02137,DELIVERY,Groundnut,0.323,7425.0,23982.75
T004358,2019-10-08,2019-K,BRD-RTL,F02194,DELIVERY,Groundnut,0.41100000000000003,7315.0,30064.65
T002286,2019-10-08,2019-K,BRD-AUR,F01610,LOAN_REPAY,Loan EMI,,,7000.0
T003582,2019-10-08,2019-K,BRD-DWS,F01989,DELIVERY,Soybean,0.146,4870.0,7110.0
T003871,2019-10-08,2019-K,BRD-RTL,F02072,DELIVERY,Soybean,1.67,4795.0,79932.65
T002196,2019-10-08,2019-K,BRD-AUR,F01582,DELIVERY,Other,1.213,4475.0,54281.75
T000881,2019-10-08,2019-K,BRD-AMT,F01213,DELIVERY,Cotton,0.22400000000000003,7760.0,17382.0
T001938,2019-10-08,2019-K,BRD-AUR,F01504,DELIVERY,Other,0.851,4675.0,39784.25
T001941,2019-10-08,2019-K,BRD-AUR,F01505,DELIVERY,Soybean,0.254,4925.0,12509.5
T003831,2019-10-08,2019-K,BRD-DWS,F02061,DELIVERY,Soybean,0.569,4660.0,26515.0
T003818,2019-10-08,2019-K,BRD-DWS,F02058,DELIVERY,Other,0.26,4940.0,12893.0
T000582,2019-10-08,2019-K,BRD-YTM,F01139,DELIVERY,Cotton,0.776,7185.0,55755.6
T002450,2019-10-08,2019-K,BRD-IND,F01661,DELIVERY,Other,0.703,4940.0,34728.0
T004032,2019-10-08,2019-K,BRD-RTL,F02109,DELIVERY,Soybean,0.889,4730.0,42049.7
T000412,2019-10-08,2019-K,BRD-YTM,F01099,DELIVERY,Cotton,0.03,8175.0,2697.75
T003173,2019-10-08,2019-K,BRD-UJN,F01875,DELIVERY,Other,2.39,4800.0,114864.0
T004234,2019-10-08,2019-K,BRD-RTL,F02161,DELIVERY,Groundnut,3.817,7040.0,268716.8
T000044,2019-10-08,2019-K,BRD-YTM,F01010,DELIVERY,Cotton,0.101,7220.0,7292.2
T003568,2019-10-08,2019-K,BRD-DWS,F01983,DELIVERY,Other,1.1130000000000002,4595.0,51142.0
T001875,2019-10-08,2019-K,BRD-AUR,F01486,DELIVERY,Soybean,0.68,4715.0,32062.0
T002432,2019-10-08,2019-K,BRD-IND,F01656,DELIVERY,Soybean,0.154,4580.0,7053.0
T004312,2019-10-08,2019-K,BRD-RTL,F02182,DELIVERY,Groundnut,1.03,7655.0,79229.25
T003936,2019-10-08,2019-K,BRD-RTL,F02087,LOAN_REPAY,Loan EMI,,,7100.0
T004226,2019-10-09,2019-K,BRD-RTL,F02159,DELIVERY,Groundnut,0.09100000000000001,7015.0,6383.65
T001996,2019-10-09,2019-K,BRD-AUR,F01520,DELIVERY,Soybean,0.706,4885.0,34488.1
T003536,2019-10-09,2019-K,BRD-DWS,F01975,DELIVERY,Soybean,0.522,4700.0,24534.0
T004066,2019-10-09,2019-K,BRD-RTL,F02116,DELIVERY,Groundnut,1.128,7340.0,82795.2
T001153,2019-10-09,2019-K,BRD-AMT,F01280,DELIVERY,Soybean,1.163,4615.0,53672.0
T001133,2019-10-09,2019-K,BRD-AMT,F01274,DELIVERY,Other,0.9210000000000002,5090.0,46879.0
T001987,2019-10-09,2019-K,BRD-AUR,F01519,DELIVERY,Other,0.581,5015.0,29137.15
T002626,2019-10-09,2019-K,BRD-IND,F01714,DELIVERY,Soybean,0.031,4790.0,1485.0
T003185,2019-10-09,2019-K,BRD-UJN,F01879,DELIVERY,Other,0.038,4765.0,1810.7
T004365,2019-10-09,2019-K,BRD-RTL,F02195,LOAN_REPAY,Loan EMI,,,3000.0
T002653,2019-10-09,2019-K,BRD-IND,F01722,DELIVERY,Soybean,1.006,4715.0,47433.0
T001866,2019-10-09,2019-K,BRD-AUR,F01484,DELIVERY,Other,0.06,4950.0,2970.0
T001021,2019-10-09,2019-K,BRD-AMT,F01247,DELIVERY,Soybean,0.12,4845.0,5814.0
T004536,2019-10-09,2019-K,BRD-IND,F02236,DELIVERY,Other,0.965,5165.0,49842.0
T003874,2019-10-09,2019-K,BRD-RTL,F02073,DELIVERY,Groundnut,0.664,7140.0,47409.6
T000317,2019-10-09,2019-K,BRD-YTM,F01075,DELIVERY,Cotton,1.2400000000000002,7635.0,94444.95
T000049,2019-10-09,2019-K,BRD-YTM,F01012,DELIVERY,Cotton,0.026000000000000002,7125.0,1852.5
T002815,2019-10-09,2019-K,BRD-UJN,F01770,DELIVERY,Other,0.176,5050.0,8888.0
T000832,2019-10-09,2019-K,BRD-AMT,F01200,DELIVERY,Cotton,0.018,7775.0,1399.5
T004269,2019-10-09,2019-K,BRD-RTL,F02170,DELIVERY,Groundnut,0.06,7205.0,4178.9
T004097,2019-10-09,2019-K,BRD-RTL,F02126,DELIVERY,Groundnut,1.163,7605.0,88446.15
T004131,2019-10-09,2019-K,BRD-RTL,F02134,DELIVERY,Other,1.1199999999999999,4870.0,54738.8
T002996,2019-10-09,2019-K,BRD-UJN,F01821,DELIVERY,Soybean,0.44000000000000006,4915.0,21527.7
T004162,2019-10-09,2019-K,BRD-RTL,F02142,DELIVERY,Groundnut,0.114,7575.0,8635.5
T002344,2019-10-09,2019-K,BRD-IND,F01627,DELIVERY,Other,0.098,4825.0,4728.0
T001596,2019-10-09,2019-K,BRD-NSK,F01403,DELIVERY,Paddy,0.24,2190.0,5256.0
T000814,2019-10-09,2019-K,BRD-AMT,F01197,DELIVERY,Soybean,0.9980000000000001,4895.0,48852.0
T002804,2019-10-09,2019-K,BRD-UJN,F01767,DELIVERY,Other,0.141,5190.0,7317.9
T000957,2019-10-09,2019-K,BRD-AMT,F01232,DELIVERY,Soybean,0.442,4930.0,21791.0
T001202,2019-10-09,2019-K,BRD-AMT,F01290,DELIVERY,Other,0.5,4990.0,25100.0
T002590,2019-10-09,2019-K,BRD-IND,F01704,DELIVERY,Soybean,0.656,4745.0,31127.0
T003477,2019-10-09,2019-K,BRD-DWS,F01957,DELIVERY,Soybean,0.553,5010.0,27705.0
T001895,2019-10-10,2019-K,BRD-AUR,F01492,LOAN_REPAY,Loan EMI,,,2100.0
T002000,2019-10-10,2019-K,BRD-AUR,F01521,DELIVERY,Other,0.123,5035.0,6193.05
T001546,2019-10-10,2019-K,BRD-NSK,F01386,DELIVERY,Paddy,4.89,2165.0,105868.5
T000687,2019-10-10,2019-K,BRD-AMT,F01164,DELIVERY,Other,1.114,4835.0,53862.0
T003273,2019-10-10,2019-K,BRD-UJN,F01904,DELIVERY,Other,0.213,4420.0,9414.6
T000550,2019-10-10,2019-K,BRD-YTM,F01132,DELIVERY,Cotton,0.5940000000000001,7715.0,45827.1
T002420,2019-10-10,2019-K,BRD-IND,F01652,DELIVERY,Other,0.342,4945.0,16912.0
T003090,2019-10-10,2019-K,BRD-UJN,F01848,DELIVERY,Soybean,2.113,4665.0,98571.45
T004096,2019-10-10,2019-K,BRD-RTL,F02126,DELIVERY,Groundnut,0.22999999999999998,7605.0,17491.5
T001227,2019-10-10,2019-K,BRD-AMT,F01295,DELIVERY,Other,0.82,4585.0,37826.0
T002742,2019-10-10,2019-K,BRD-IND,F01747,DELIVERY,Other,1.284,4895.0,62852.0
T000932,2019-10-10,2019-K,BRD-AMT,F01227,DELIVERY,Cotton,0.24,7255.0,17339.0
T002844,2019-10-10,2019-K,BRD-UJN,F01779,DELIVERY,Other,2.107,4710.0,99239.7
T002197,2019-10-10,2019-K,BRD-AUR,F01582,DELIVERY,Soybean,0.045,4475.0,2013.75
T004215,2019-10-10,2019-K,BRD-RTL,F02157,DELIVERY,Groundnut,2.16,6905.0,149355.15
T000138,2019-10-10,2019-K,BRD-YTM,F01035,DELIVERY,Cotton,0.253,7325.0,18532.25
T000760,2019-10-10,2019-K,BRD-AMT,F01183,DELIVERY,Cotton,1.09,7430.0,80690.0
T001539,2019-10-10,2019-K,BRD-NSK,F01383,DELIVERY,Paddy,2.695,2215.0,59694.25
T000148,2019-10-10,2019-K,BRD-YTM,F01037,DELIVERY,Cotton,0.5980000000000001,7265.0,43444.7
T002864,2019-10-10,2019-K,BRD-UJN,F01785,DELIVERY,Other,0.465,4755.0,22110.75
T000598,2019-10-10,2019-K,BRD-YTM,F01142,DELIVERY,Soybean,0.205,5105.0,10465.25
T004120,2019-10-10,2019-K,BRD-RTL,F02131,DELIVERY,Groundnut,0.21000000000000002,7470.0,15537.6
T001942,2019-10-10,2019-K,BRD-AUR,F01505,DELIVERY,Other,0.539,4925.0,26545.75
T000062,2019-10-10,2019-K,BRD-YTM,F01016,DELIVERY,Cotton,0.12,7750.0,8990.0
T001038,2019-10-10,2019-K,BRD-AMT,F01252,DELIVERY,Other,0.30000000000000004,5070.0,15007.0
T000269,2019-10-10,2019-K,BRD-YTM,F01064,DELIVERY,Cotton,0.513,7685.0,39424.05
T002628,2019-10-10,2019-K,BRD-IND,F01715,DELIVERY,Other,0.367,4775.0,17524.0
T003189,2019-10-10,2019-K,BRD-UJN,F01880,DELIVERY,Soybean,3.2200000000000006,5150.0,165984.5
T004184,2019-10-10,2019-K,BRD-RTL,F02149,DELIVERY,Groundnut,2.14,7740.0,165403.8
T003561,2019-10-10,2019-K,BRD-DWS,F01980,DELIVERY,Other,0.10700000000000001,4650.0,4976.0
T002635,2019-10-10,2019-K,BRD-IND,F01717,DELIVERY,Other,1.015,4760.0,48314.0
T000731,2019-10-10,2019-K,BRD-AMT,F01177,DELIVERY,Soybean,0.17500000000000002,5000.0,8750.0
T001785,2019-10-10,2019-K,BRD-AUR,F01463,DELIVERY,Soybean,0.02,4970.0,994.0
T003881,2019-10-10,2019-K,BRD-RTL,F02075,DELIVERY,Groundnut,0.544,7355.0,40011.2
T002302,2019-10-10,2019-K,BRD-AUR,F01614,LOAN_REPAY,Loan EMI,,,6700.0
T001825,2019-10-10,2019-K,BRD-AUR,F01474,DELIVERY,Other,0.362,4705.0,17032.1
T000249,2019-10-10,2019-K,BRD-YTM,F01060,DELIVERY,Cotton,0.18200000000000002,6915.0,12585.3
T002128,2019-10-10,2019-K,BRD-AUR,F01561,DELIVERY,Other,0.888,4995.0,44355.6
T000042,2019-10-10,2019-K,BRD-YTM,F01009,LOAN_REPAY,Loan EMI,,,5600.0
T004246,2019-10-10,2019-K,BRD-RTL,F02164,DELIVERY,Groundnut,0.561,7130.0,39999.3
T000917,2019-10-11,2019-K,BRD-AMT,F01223,DELIVERY,Soybean,4.2,5060.0,212520.0
T001125,2019-10-11,2019-K,BRD-AMT,F01272,DELIVERY,Soybean,0.03,5025.0,1608.0
T000625,2019-10-11,2019-K,BRD-YTM,F01147,DELIVERY,Soybean,1.8239999999999998,4330.0,78979.2
T002705,2019-10-11,2019-K,BRD-IND,F01735,DELIVERY,Soybean,0.79,4635.0,36616.0
T002907,2019-10-11,2019-K,BRD-UJN,F01796,DELIVERY,Other,0.15100000000000002,4805.0,7255.55
T001618,2019-10-11,2019-K,BRD-NSK,F01409,DELIVERY,Paddy,0.622,2300.0,14306.0
T001163,2019-10-11,2019-K,BRD-AMT,F01282,DELIVERY,Soybean,2.6690000000000005,5050.0,134784.5
T003656,2019-10-11,2019-K,BRD-DWS,F02010,DELIVERY,Other,0.354,4520.0,16001.0
T003278,2019-10-11,2019-K,BRD-UJN,F01906,DELIVERY,Other,0.08,4995.0,3996.0
T001614,2019-10-11,2019-K,BRD-NSK,F01407,DELIVERY,Paddy,0.113,2305.0,2604.65
T002902,2019-10-11,2019-K,BRD-UJN,F01795,DELIVERY,Other,1.0570000000000002,4785.0,50577.45
T004073,2019-10-11,2019-K,BRD-RTL,F02118,DELIVERY,Groundnut,1.22,7200.0,87840.0
T000649,2019-10-11,2019-K,BRD-YTM,F01153,DELIVERY,Cotton,0.27,7310.0,19956.3
T001540,2019-10-11,2019-K,BRD-NSK,F01383,LOAN_REPAY,Loan EMI,,,7700.0
T004432,2019-10-11,2019-K,BRD-RTL,F02211,DELIVERY,Groundnut,0.6950000000000001,6840.0,47538.0
T003322,2019-10-11,2019-K,BRD-DWS,F01915,DELIVERY,Soybean,0.41,4640.0,19210.0
T003941,2019-10-11,2019-K,BRD-RTL,F02088,DELIVERY,Groundnut,2.163,6000.0,129780.0
T001699,2019-10-11,2019-K,BRD-NSK,F01435,DELIVERY,Paddy,0.53,2065.0,10944.5
T004187,2019-10-11,2019-K,BRD-RTL,F02150,DELIVERY,Groundnut,2.631,7595.0,199824.45
T003393,2019-10-11,2019-K,BRD-DWS,F01935,DELIVERY,Other,0.9660000000000001,4735.0,45740.0
T002676,2019-10-11,2019-K,BRD-IND,F01729,DELIVERY,Other,0.079,4670.0,3689.0
T001551,2019-10-11,2019-K,BRD-NSK,F01388,DELIVERY,Paddy,0.573,2195.0,12577.35
