farmer_id,village,district,state,gid,lat,lon,landholding_acres,collection_distance_km,join_year
F01271,Fulsungi,Amravati,Maharashtra,BRD-AMT,21.0492,77.7296,0.99,26.3,2018
F01272,Fulsungi,Amravati,Maharashtra,BRD-AMT,21.0492,77.7296,2.64,26.7,2018
F01273,Fulsungi,Amravati,Maharashtra,BRD-AMT,21.0492,77.7296,3.92,26.0,2016
F01274,Fulsungi,Amravati,Maharashtra,BRD-AMT,21.0492,77.7296,1.49,32.3,2018
F01275,Fulsungi,Amravati,Maharashtra,BRD-AMT,21.0492,77.7296,1.64,26.2,2018
F01276,Wadner,Amravati,Maharashtra,BRD-AMT,21.0341,77.7566,1.72,14.1,2017
F01277,Wadner,Amravati,Maharashtra,BRD-AMT,21.0341,77.7566,2.12,15.3,2015
F01278,Wadner,Amravati,Maharashtra,BRD-AMT,21.0341,77.7566,3.5,13.8,2015
F01279,Wadner,Amravati,Maharashtra,BRD-AMT,21.0341,77.7566,5.55,16.7,2018
F01280,Wadner,Amravati,Maharashtra,BRD-AMT,21.0341,77.7566,4.93,16.1,2016
F01281,Wadner,Amravati,Maharashtra,BRD-AMT,21.0341,77.7566,1.46,13.4,2018
F01282,Wadner,Amravati,Maharashtra,BRD-AMT,21.0341,77.7566,4.81,13.9,2017
F01283,Wadner,Amravati,Maharashtra,BRD-AMT,21.0341,77.7566,1.29,17.0,2018
F01284,Wadner,Amravati,Maharashtra,BRD-AMT,21.0341,77.7566,1.79,14.2,2015
F01285,Wadner,Amravati,Maharashtra,BRD-AMT,21.0341,77.7566,4.75,13.3,2016
F01286,Wadner,Amravati,Maharashtra,BRD-AMT,21.0341,77.7566,3.64,19.4,2019
F01287,Wadner,Amravati,Maharashtra,BRD-AMT,21.0341,77.7566,7.14,15.3,2016
F01288,Wadner,Amravati,Maharashtra,BRD-AMT,21.0341,77.7566,3.17,14.1,2016
F01289,Wadner,Amravati,Maharashtra,BRD-AMT,21.0341,77.7566,7.62,14.0,2016
F01290,Wadner,Amravati,Maharashtra,BRD-AMT,21.0341,77.7566,4.21,13.6,2018
F01291,Wadner,Amravati,Maharashtra,BRD-AMT,21.0341,77.7566,1.06,15.9,2019
F01292,Wadner,Amravati,Maharashtra,BRD-AMT,21.0341,77.7566,6.09,14.4,2017
F01293,Wadner,Amravati,Maharashtra,BRD-AMT,21.0341,77.7566,3.09,15.6,2015
F01294,Wadner,Amravati,Maharashtra,BRD-AMT,21.0341,77.7566,3.48,17.1,2017
F01295,Wadner,Amravati,Maharashtra,BRD-AMT,21.0341,77.7566,1.44,16.1,2016
F01296,Wadner,Amravati,Maharashtra,BRD-AMT,21.0341,77.7566,3.21,14.5,2016
F01297,Wadner,Amravati,Maharashtra,BRD-AMT,21.0341,77.7566,1.79,14.3,2018
F01298,Wadner,Amravati,Maharashtra,BRD-AMT,21.0341,77.7566,2.18,14.8,2019
F01299,Wadner,Amravati,Maharashtra,BRD-AMT,21.0341,77.7566,4.03,14.8,2015
F01300,Wadner,Amravati,Maharashtra,BRD-AMT,21.0341,77.7566,2.22,14.9,2018
F01301,Dindori,Nashik,Maharashtra,BRD-NSK,20.0963,73.6085,1.41,10.2,2016
F01302,Dindori,Nashik,Maharashtra,BRD-NSK,20.0963,73.6085,1.78,9.6,2017
F01303,Dindori,Nashik,Maharashtra,BRD-NSK,20.0963,73.6085,2.29,9.9,2017
F01304,Dindori,Nashik,Maharashtra,BRD-NSK,20.0963,73.6085,3.17,10.7,2018
F01305,Dindori,Nashik,Maharashtra,BRD-NSK,20.0963,73.6085,1.02,9.8,2016
F01306,Dindori,Nashik,Maharashtra,BRD-NSK,20.0963,73.6085,3.91,8.9,2016
F01307,Dindori,Nashik,Maharashtra,BRD-NSK,20.0963,73.6085,1.8,10.0,2015
F01308,Dindori,Nashik,Maharashtra,BRD-NSK,20.0963,73.6085,3.22,9.9,2017
F01309,Dindori,Nashik,Maharashtra,BRD-NSK,20.0963,73.6085,2.01,10.1,2015
F01310,Dindori,Nashik,Maharashtra,BRD-NSK,20.0963,73.6085,1.55,10.8,2017
F01311,Dindori,Nashik,Maharashtra,BRD-NSK,20.0963,73.6085,1.77,13.9,2018
F01312,Dindori,Nashik,Maharashtra,BRD-NSK,20.0963,73.6085,3.03,11.5,2017
F01313,Dindori,Nashik,Maharashtra,BRD-NSK,20.0963,73.6085,1.14,9.3,2016
F01314,Dindori,Nashik,Maharashtra,BRD-NSK,20.0963,73.6085,2.61,10.4,2019
F01315,Dindori,Nashik,Maharashtra,BRD-NSK,20.0963,73.6085,4.79,10.6,2017
F01316,Dindori,Nashik,Maharashtra,BRD-NSK,20.0963,73.6085,2.98,11.1,2016
F01317,Dindori,Nashik,Maharashtra,BRD-NSK,20.0963,73.6085,4.26,10.5,2016
F01318,Dindori,Nashik,Maharashtra,BRD-NSK,20.0963,73.6085,0.99,10.6,2019
F01319,Dindori,Nashik,Maharashtra,BRD-NSK,20.0963,73.6085,3.07,12.1,2018
F01320,Dindori,Nashik,Maharashtra,BRD-NSK,20.0963,73.6085,3.73,9.3,2018
F01321,Dindori,Nashik,Maharashtra,BRD-NSK,20.0963,73.6085,1.26,8.9,2018
F01322,Dindori,Nashik,Maharashtra,BRD-NSK,20.0963,73.6085,3.33,9.8,2015
F01323,Dindori,Nashik,Maharashtra,BRD-NSK,20.0963,73.6085,2.7,9.6,2017
F01324,Dindori,Nashik,Maharashtra,BRD-NSK,20.0963,73.6085,5.83,10.0,2017
F01325,Palkhed,Nashik,Maharashtra,BRD-NSK,19.9121,73.9102,2.54,9.2,2015
F01326,Palkhed,Nashik,Maharashtra,BRD-NSK,19.9121,73.9102,1.82,8.6,2016
F01327,Palkhed,Nashik,Maharashtra,BRD-NSK,19.9121,73.9102,2.74,9.9,2016
F01328,Palkhed,Nashik,Maharashtra,BRD-NSK,19.9121,73.9102,1.84,8.0,2018
F01329,Palkhed,Nashik,Maharashtra,BRD-NSK,19.9121,73.9102,1.62,7.7,2018
F01330,Palkhed,Nashik,Maharashtra,BRD-NSK,19.9121,73.9102,1.53,8.5,2017
F01331,Palkhed,Nashik,Maharashtra,BRD-NSK,19.9121,73.9102,4.44,8.2,2015
F01332,Palkhed,Nashik,Maharashtra,BRD-NSK,19.9121,73.9102,6.74,8.6,2016
F01333,Palkhed,Nashik,Maharashtra,BRD-NSK,19.9121,73.9102,2.38,11.3,2015
F01334,Palkhed,Nashik,Maharashtra,BRD-NSK,19.9121,73.9102,0.81,8.7,2016
F01335,Palkhed,Nashik,Maharashtra,BRD-NSK,19.9121,73.9102,3.13,7.8,2019
F01336,Palkhed,Nashik,Maharashtra,BRD-NSK,19.9121,73.9102,1.01,11.3,2016
F01337,Palkhed,Nashik,Maharashtra,BRD-NSK,19.9121,73.9102,3.29,9.6,2019
F01338,Palkhed,Nashik,Maharashtra,BRD-NSK,19.9121,73.9102,3.28,9.1,2018
F01339,Palkhed,Nashik,Maharashtra,BRD-NSK,19.9121,73.9102,4.23,9.0,2018
F01340,Palkhed,Nashik,Maharashtra,BRD-NSK,19.9121,73.9102,5.18,7.6,2019
F01341,Palkhed,Nashik,Maharashtra,BRD-NSK,19.9121,73.9102,4.27,9.6,2019
F01342,Palkhed,Nashik,Maharashtra,BRD-NSK,19.9121,73.9102,2.65,9.6,2018
F01343,Palkhed,Nashik,Maharashtra,BRD-NSK,19.9121,73.9102,2.53,11.3,2018
F01344,Palkhed,Nashik,Maharashtra,BRD-NSK,19.9121,73.9102,3.84,10.1,2017
F01345,Palkhed,Nashik,Maharashtra,BRD-NSK,19.9121,73.9102,1.54,9.5,2017
F01346,Palkhed,Nashik,Maharashtra,BRD-NSK,19.9121,73.9102,2.28,7.5,2015
F01347,Palkhed,Nashik,Maharashtra,BRD-NSK,19.9121,73.9102,2.48,8.5,2017
F01348,Palkhed,Nashik,Maharashtra,BRD-NSK,19.9121,73.9102,3.26,8.4,2015
F01349,Palkhed,Nashik,Maharashtra,BRD-NSK,19.9121,73.9102,2.6,10.1,2019
F01350,Palkhed,Nashik,Maharashtra,BRD-NSK,19.9121,73.9102,1.15,10.7,2019
F01351,Palkhed,Nashik,Maharashtra,BRD-NSK,19.9121,73.9102,1.54,11.6,2016
F01352,Palkhed,Nashik,Maharashtra,BRD-NSK,19.9121,73.9102,2.95,8.7,2016
F01353,Ozar,Nashik,Maharashtra,BRD-NSK,20.1937,73.533,2.28,10.1,2016
F01354,Ozar,Nashik,Maharashtra,BRD-NSK,20.1937,73.533,5.02,9.0,2019
F01355,Ozar,Nashik,Maharashtra,BRD-NSK,20.1937,73.533,4.19,10.4,2016
F01356,Ozar,Nashik,Maharashtra,BRD-NSK,20.1937,73.533,4.01,8.8,2015
F01357,Ozar,Nashik,Maharashtra,BRD-NSK,20.1937,73.533,4.0,9.7,2016
F01358,Ozar,Nashik,Maharashtra,BRD-NSK,20.1937,73.533,1.13,11.2,2015
F01359,Ozar,Nashik,Maharashtra,BRD-NSK,20.1937,73.533,7.71,10.2,2017
F01360,Ozar,Nashik,Maharashtra,BRD-NSK,20.1937,73.533,1.59,7.9,2015
F01361,Ozar,Nashik,Maharashtra,BRD-NSK,20.1937,73.533,5.97,10.8,2016
F01362,Ozar,Nashik,Maharashtra,BRD-NSK,20.1937,73.533,3.95,9.9,2016
F01363,Ozar,Nashik,Maharashtra,BRD-NSK,20.1937,73.533,3.54,8.0,2019
F01364,Ozar,Nashik,Maharashtra,BRD-NSK,20.1937,73.533,2.9,7.4,2018
F01365,Ozar,Nashik,Maharashtra,BRD-NSK,20.1937,73.533,2.33,7.2,2015
F01366,Ozar,Nashik,Maharashtra,BRD-NSK,20.1937,73.533,7.79,8.3,2017
F01367,Ozar,Nashik,Maharashtra,BRD-NSK,20.1937,73.533,5.58,7.8,2019
F01368,Ozar,Nashik,Maharashtra,BRD-NSK,20.1937,73.533,1.56,7.7,2018
F01369,Ozar,Nashik,Maharashtra,BRD-NSK,20.1937,73.533,0.99,9.6,2017
F01370,Ozar,Nashik,Maharashtra,BRD-NSK,20.1937,73.533,3.99,9.8,2015
F01371,Ozar,Nashik,Maharashtra,BRD-NSK,20.1937,73.533,2.54,8.6,2017
F01372,Ozar,Nashik,Maharashtra,BRD-NSK,20.1937,73.533,1.79,8.4,2017
F01373,Ozar,Nashik,Maharashtra,BRD-NSK,20.1937,73.533,5.3,7.5,2019
F01374,Ozar,Nashik,Maharashtra,BRD-NSK,20.1937,73.533,3.53,7.5,2019
F01375,Ozar,Nashik,Maharashtra,BRD-NSK,20.1937,73.533,2.1,7.7,2017
F01376,Vani,Nashik,Maharashtra,BRD-NSK,20.178,73.8491,1.93,7.1,2015
F01377,Vani,Nashik,Maharashtra,BRD-NSK,20.178,73.8491,1.55,6.5,2015
F01378,Vani,Nashik,Maharashtra,BRD-NSK,20.178,73.8491,4.06,7.5,2017
F01379,Vani,Nashik,Maharashtra,BRD-NSK,20.178,73.8491,1.75,6.7,2019
F01380,Vani,Nashik,Maharashtra,BRD-NSK,20.178,73.8491,1.34,5.6,2016
F01381,Vani,Nashik,Maharashtra,BRD-NSK,20.178,73.8491,2.85,6.0,2015
F01382,Vani,Nashik,Maharashtra,BRD-NSK,20.178,73.8491,2.43,5.9,2015
F01383,Vani,Nashik,Maharashtra,BRD-NSK,20.178,73.8491,3.22,6.5,2016
F01384,Vani,Nashik,Maharashtra,BRD-NSK,20.178,73.8491,3.23,6.4,2019
F01385,Vani,Nashik,Maharashtra,BRD-NSK,20.178,73.8491,1.3,5.9,2019
F01386,Vani,Nashik,Maharashtra,BRD-NSK,20.178,73.8491,2.65,6.5,2018
F01387,Vani,Nashik,Maharashtra,BRD-NSK,20.178,73.8491,3.77,9.3,2019
F01388,Vani,Nashik,Maharashtra,BRD-NSK,20.178,73.8491,0.93,6.9,2018
F01389,Vani,Nashik,Maharashtra,BRD-NSK,20.178,73.8491,2.36,9.4,2019
F01390,Vani,Nashik,Maharashtra,BRD-NSK,20.178,73.8491,1.82,6.6,2018
F01391,Vani,Nashik,Maharashtra,BRD-NSK,20.178,73.8491,1.94,9.3,2016
F01392,Vani,Nashik,Maharashtra,BRD-NSK,20.178,73.8491,5.73,6.8,2017
F01393,Vani,Nashik,Maharashtra,BRD-NSK,20.178,73.8491,2.95,7.5,2015
F01394,Vani,Nashik,Maharashtra,BRD-NSK,20.178,73.8491,4.6,6.5,2017
F01395,Vani,Nashik,Maharashtra,BRD-NSK,20.178,73.8491,0.79,5.6,2016
F01396,Vani,Nashik,Maharashtra,BRD-NSK,20.178,73.8491,3.72,6.6,2015
F01397,Vani,Nashik,Maharashtra,BRD-NSK,20.178,73.8491,2.96,7.2,2017
F01398,Vani,Nashik,Maharashtra,BRD-NSK,20.178,73.8491,2.45,5.8,2015
F01399,Vani,Nashik,Maharashtra,BRD-NSK,20.178,73.8491,2.23,8.6,2016
F01400,Vani,Nashik,Maharashtra,BRD-NSK,20.178,73.8491,4.83,7.5,2016
F01401,Vani,Nashik,Maharashtra,BRD-NSK,20.178,73.8491,2.19,6.3,2019
F01402,Vani,Nashik,Maharashtra,BRD-NSK,20.178,73.8491,2.24,6.4,2015
F01403,Vani,Nashik,Maharashtra,BRD-NSK,20.178,73.8491,1.93,7.7,2018
F01404,Vani,Nashik,Maharashtra,BRD-NSK,20.178,73.8491,2.58,6.5,2018
F01405,Khedgaon,Nashik,Maharashtra,BRD-NSK,20.2495,74.0184,1.47,17.5,2019
F01406,Khedgaon,Nashik,Maharashtra,BRD-NSK,20.2495,74.0184,1.29,18.8,2019
F01407,Khedgaon,Nashik,Maharashtra,BRD-NSK,20.2495,74.0184,7.7,18.4,2015
F01408,Khedgaon,Nashik,Maharashtra,BRD-NSK,20.2495,74.0184,3.3,17.5,2018
F01409,Khedgaon,Nashik,Maharashtra,BRD-NSK,20.2495,74.0184,5.51,19.8,2015
F01410,Khedgaon,Nashik,Maharashtra,BRD-NSK,20.2495,74.0184,6.65,22.0,2016
F01411,Khedgaon,Nashik,Maharashtra,BRD-NSK,20.2495,74.0184,1.09,18.9,2017
F01412,Khedgaon,Nashik,Maharashtra,BRD-NSK,20.2495,74.0184,4.13,18.4,2015
F01413,Khedgaon,Nashik,Maharashtra,BRD-NSK,20.2495,74.0184,1.17,19.1,2015
F01414,Khedgaon,Nashik,Maharashtra,BRD-NSK,20.2495,74.0184,3.31,16.9,2017
F01415,Khedgaon,Nashik,Maharashtra,BRD-NSK,20.2495,74.0184,2.49,18.0,2016
F01416,Khedgaon,Nashik,Maharashtra,BRD-NSK,20.2495,74.0184,2.94,19.8,2017
F01417,Khedgaon,Nashik,Maharashtra,BRD-NSK,20.2495,74.0184,3.26,19.9,2018
F01418,Khedgaon,Nashik,Maharashtra,BRD-NSK,20.2495,74.0184,1.02,16.9,2015
F01419,Khedgaon,Nashik,Maharashtra,BRD-NSK,20.2495,74.0184,2.2,17.9,2018
F01420,Khedgaon,Nashik,Maharashtra,BRD-NSK,20.2495,74.0184,4.21,17.7,2018
F01421,Khedgaon,Nashik,Maharashtra,BRD-NSK,20.2495,74.0184,4.76,17.6,2015
F01422,Khedgaon,Nashik,Maharashtra,BRD-NSK,20.2495,74.0184,1.25,18.2,2015
F01423,Khedgaon,Nashik,Maharashtra,BRD-NSK,20.2495,74.0184,1.44,19.3,2015
F01424,Khedgaon,Nashik,Maharashtra,BRD-NSK,20.2495,74.0184,4.48,18.3,2016
F01425,Khedgaon,Nashik,Maharashtra,BRD-NSK,20.2495,74.0184,1.75,17.1,2018
F01426,Khedgaon,Nashik,Maharashtra,BRD-NSK,20.2495,74.0184,4.51,18.5,2019
F01427,Khedgaon,Nashik,Maharashtra,BRD-NSK,20.2495,74.0184,3.9,16.6,2015
F01428,Khedgaon,Nashik,Maharashtra,BRD-NSK,20.2495,74.0184,1.96,17.9,2017
F01429,Sirsam,Nashik,Maharashtra,BRD-NSK,19.7978,73.9837,6.32,26.0,2018
F01430,Sirsam,Nashik,Maharashtra,BRD-NSK,19.7978,73.9837,3.14,26.5,2018
F01431,Sirsam,Nashik,Maharashtra,BRD-NSK,19.7978,73.9837,2.7,28.4,2017
F01432,Sirsam,Nashik,Maharashtra,BRD-NSK,19.7978,73.9837,1.72,25.2,2016
F01433,Sirsam,Nashik,Maharashtra,BRD-NSK,19.7978,73.9837,1.84,27.4,2016
F01434,Sirsam,Nashik,Maharashtra,BRD-NSK,19.7978,73.9837,3.95,25.0,2018
F01435,Sirsam,Nashik,Maharashtra,BRD-NSK,19.7978,73.9837,2.28,25.3,2015
F01436,Sirsam,Nashik,Maharashtra,BRD-NSK,19.7978,73.9837,7.05,25.4,2017
F01437,Sirsam,Nashik,Maharashtra,BRD-NSK,19.7978,73.9837,1.91,25.9,2017
F01438,Sirsam,Nashik,Maharashtra,BRD-NSK,19.7978,73.9837,12.0,25.2,2018
F01439,Sirsam,Nashik,Maharashtra,BRD-NSK,19.7978,73.9837,1.54,25.1,2015
F01440,Sirsam,Nashik,Maharashtra,BRD-NSK,19.7978,73.9837,6.17,26.4,2016
F01441,Sirsam,Nashik,Maharashtra,BRD-NSK,19.7978,73.9837,2.71,26.0,2017
F01442,Sirsam,Nashik,Maharashtra,BRD-NSK,19.7978,73.9837,10.65,25.2,2016
F01443,Sirsam,Nashik,Maharashtra,BRD-NSK,19.7978,73.9837,1.23,27.5,2017
F01444,Sirsam,Nashik,Maharashtra,BRD-NSK,19.7978,73.9837,3.21,26.6,2019
F01445,Sirsam,Nashik,Maharashtra,BRD-NSK,19.7978,73.9837,3.15,25.5,2015
F01446,Sirsam,Nashik,Maharashtra,BRD-NSK,19.7978,73.9837,1.81,25.2,2017
F01447,Sirsam,Nashik,Maharashtra,BRD-NSK,19.7978,73.9837,5.89,28.0,2019
F01448,Sirsam,Nashik,Maharashtra,BRD-NSK,19.7978,73.9837,3.87,27.1,2015
F01449,Sirsam,Nashik,Maharashtra,BRD-NSK,19.7978,73.9837,4.27,25.1,2017
F01450,Sirsam,Nashik,Maharashtra,BRD-NSK,19.7978,73.9837,2.91,25.0,2019
F01451,Sirsam,Nashik,Maharashtra,BRD-NSK,19.7978,73.9837,2.91,26.7,2015
F01452,Sirsam,Nashik,Maharashtra,BRD-NSK,19.7978,73.9837,2.03,27.9,2015
F01453,Sirsam,Nashik,Maharashtra,BRD-NSK,19.7978,73.9837,5.28,26.9,2018
F01454,Sirsam,Nashik,Maharashtra,BRD-NSK,19.7978,73.9837,1.5,28.4,2018
F01455,Sirsam,Nashik,Maharashtra,BRD-NSK,19.7978,73.9837,1.91,25.1,2019
F01456,Sirsam,Nashik,Maharashtra,BRD-NSK,19.7978,73.9837,3.33,29.4,2016
F01457,Sirsam,Nashik,Maharashtra,BRD-NSK,19.7978,73.9837,1.82,26.3,2017
F01458,Garkheda,Aurangabad,Maharashtra,BRD-AUR,19.6329,75.5597,2.22,24.3,2016
F01459,Garkheda,Aurangabad,Maharashtra,BRD-AUR,19.6329,75.5597,2.05,22.1,2018
F01460,Garkheda,Aurangabad,Maharashtra,BRD-AUR,19.6329,75.5597,2.28,22.3,2015
F01461,Garkheda,Aurangabad,Maharashtra,BRD-AUR,19.6329,75.5597,5.18,24.3,2018
F01462,Garkheda,Aurangabad,Maharashtra,BRD-AUR,19.6329,75.5597,2.41,23.7,2019
F01463,Garkheda,Aurangabad,Maharashtra,BRD-AUR,19.6329,75.5597,1.49,23.8,2015
F01464,Garkheda,Aurangabad,Maharashtra,BRD-AUR,19.6329,75.5597,1.43,22.1,2017
F01465,Garkheda,Aurangabad,Maharashtra,BRD-AUR,19.6329,75.5597,1.76,23.0,2018
F01466,Garkheda,Aurangabad,Maharashtra,BRD-AUR,19.6329,75.5597,2.9,23.4,2019
F01467,Garkheda,Aurangabad,Maharashtra,BRD-AUR,19.6329,75.5597,2.0,24.2,2018
F01468,Garkheda,Aurangabad,Maharashtra,BRD-AUR,19.6329,75.5597,1.75,22.8,2016
F01469,Garkheda,Aurangabad,Maharashtra,BRD-AUR,19.6329,75.5597,2.09,25.5,2015
F01470,Garkheda,Aurangabad,Maharashtra,BRD-AUR,19.6329,75.5597,2.27,24.5,2015
F01471,Garkheda,Aurangabad,Maharashtra,BRD-AUR,19.6329,75.5597,1.49,23.0,2016
F01472,Garkheda,Aurangabad,Maharashtra,BRD-AUR,19.6329,75.5597,2.98,22.1,2016
F01473,Garkheda,Aurangabad,Maharashtra,BRD-AUR,19.6329,75.5597,1.22,23.4,2018
F01474,Garkheda,Aurangabad,Maharashtra,BRD-AUR,19.6329,75.5597,3.47,22.6,2018
F01475,Garkheda,Aurangabad,Maharashtra,BRD-AUR,19.6329,75.5597,6.75,23.8,2017
F01476,Garkheda,Aurangabad,Maharashtra,BRD-AUR,19.6329,75.5597,8.12,22.5,2019
F01477,Garkheda,Aurangabad,Maharashtra,BRD-AUR,19.6329,75.5597,1.42,23.3,2018
F01478,Garkheda,Aurangabad,Maharashtra,BRD-AUR,19.6329,75.5597,1.1,23.0,2016
F01479,Garkheda,Aurangabad,Maharashtra,BRD-AUR,19.6329,75.5597,2.67,22.5,2017
F01480,Garkheda,Aurangabad,Maharashtra,BRD-AUR,19.6329,75.5597,4.95,27.1,2015
F01481,Garkheda,Aurangabad,Maharashtra,BRD-AUR,19.6329,75.5597,2.46,23.6,2019
F01482,Garkheda,Aurangabad,Maharashtra,BRD-AUR,19.6329,75.5597,2.2,22.0,2018
F01483,Garkheda,Aurangabad,Maharashtra,BRD-AUR,19.6329,75.5597,2.22,23.2,2018
F01484,Garkheda,Aurangabad,Maharashtra,BRD-AUR,19.6329,75.5597,1.99,22.2,2016
F01485,Hiwra,Aurangabad,Maharashtra,BRD-AUR,20.1305,75.2991,1.47,21.7,2016
F01486,Hiwra,Aurangabad,Maharashtra,BRD-AUR,20.1305,75.2991,3.79,22.8,2015
F01487,Hiwra,Aurangabad,Maharashtra,BRD-AUR,20.1305,75.2991,1.52,20.0,2016
F01488,Hiwra,Aurangabad,Maharashtra,BRD-AUR,20.1305,75.2991,2.47,23.6,2015
F01489,Hiwra,Aurangabad,Maharashtra,BRD-AUR,20.1305,75.2991,4.39,20.0,2019
F01490,Hiwra,Aurangabad,Maharashtra,BRD-AUR,20.1305,75.2991,9.72,20.0,2015
F01491,Hiwra,Aurangabad,Maharashtra,BRD-AUR,20.1305,75.2991,1.91,22.0,2016
F01492,Hiwra,Aurangabad,Maharashtra,BRD-AUR,20.1305,75.2991,4.72,21.7,2017
F01493,Hiwra,Aurangabad,Maharashtra,BRD-AUR,20.1305,75.2991,2.16,22.5,2016
F01494,Hiwra,Aurangabad,Maharashtra,BRD-AUR,20.1305,75.2991,1.87,22.6,2015
F01495,Hiwra,Aurangabad,Maharashtra,BRD-AUR,20.1305,75.2991,2.02,20.7,2019
F01496,Hiwra,Aurangabad,Maharashtra,BRD-AUR,20.1305,75.2991,3.02,20.6,2015
F01497,Hiwra,Aurangabad,Maharashtra,BRD-AUR,20.1305,75.2991,1.78,20.1,2017
F01498,Hiwra,Aurangabad,Maharashtra,BRD-AUR,20.1305,75.2991,2.16,20.2,2018
F01499,Hiwra,Aurangabad,Maharashtra,BRD-AUR,20.1305,75.2991,1.46,21.2,2017
F01500,Hiwra,Aurangabad,Maharashtra,BRD-AUR,20.1305,75.2991,2.35,20.4,2019
F01501,Hiwra,Aurangabad,Maharashtra,BRD-AUR,20.1305,75.2991,1.39,22.4,2018
F01502,Hiwra,Aurangabad,Maharashtra,BRD-AUR,20.1305,75.2991,2.82,20.4,2019
F01503,Hiwra,Aurangabad,Maharashtra,BRD-AUR,20.1305,75.2991,6.3,21.5,2016
F01504,Hiwra,Aurangabad,Maharashtra,BRD-AUR,20.1305,75.2991,2.47,20.4,2017
F01505,Hiwra,Aurangabad,Maharashtra,BRD-AUR,20.1305,75.2991,1.99,22.3,2015
F01506,Hiwra,Aurangabad,Maharashtra,BRD-AUR,20.1305,75.2991,3.84,20.7,2017
F01507,Hiwra,Aurangabad,Maharashtra,BRD-AUR,20.1305,75.2991,4.14,20.6,2018
F01508,Hiwra,Aurangabad,Maharashtra,BRD-AUR,20.1305,75.2991,1.54,22.7,2016
F01509,Hiwra,Aurangabad,Maharashtra,BRD-AUR,20.1305,75.2991,3.5,21.4,2019
F01510,Hiwra,Aurangabad,Maharashtra,BRD-AUR,20.1305,75.2991,1.55,24.3,2018
F01511,Hiwra,Aurangabad,Maharashtra,BRD-AUR,20.1305,75.2991,2.75,22.9,2017
F01512,Hiwra,Aurangabad,Maharashtra,BRD-AUR,20.1305,75.2991,1.87,23.3,2016
F01513,Jatwada,Aurangabad,Maharashtra,BRD-AUR,19.9206,75.0815,6.06,26.0,2018
F01514,Jatwada,Aurangabad,Maharashtra,BRD-AUR,19.9206,75.0815,1.85,25.1,2015
F01515,Jatwada,Aurangabad,Maharashtra,BRD-AUR,19.9206,75.0815,2.87,24.0,2018
F01516,Jatwada,Aurangabad,Maharashtra,BRD-AUR,19.9206,75.0815,1.47,24.1,2015
F01517,Jatwada,Aurangabad,Maharashtra,BRD-AUR,19.9206,75.0815,2.33,25.0,2019
F01518,Jatwada,Aurangabad,Maharashtra,BRD-AUR,19.9206,75.0815,1.47,24.7,2016
F01519,Jatwada,Aurangabad,Maharashtra,BRD-AUR,19.9206,75.0815,3.71,25.1,2019
F01520,Jatwada,Aurangabad,Maharashtra,BRD-AUR,19.9206,75.0815,2.72,26.1,2015
F01521,Jatwada,Aurangabad,Maharashtra,BRD-AUR,19.9206,75.0815,0.68,25.8,2018
F01522,Jatwada,Aurangabad,Maharashtra,BRD-AUR,19.9206,75.0815,4.06,24.9,2017
F01523,Jatwada,Aurangabad,Maharashtra,BRD-AUR,19.9206,75.0815,3.41,24.3,2017
F01524,Jatwada,Aurangabad,Maharashtra,BRD-AUR,19.9206,75.0815,4.96,24.8,2019
F01525,Jatwada,Aurangabad,Maharashtra,BRD-AUR,19.9206,75.0815,1.11,24.6,2015
F01526,Jatwada,Aurangabad,Maharashtra,BRD-AUR,19.9206,75.0815,3.32,25.6,2016
F01527,Jatwada,Aurangabad,Maharashtra,BRD-AUR,19.9206,75.0815,1.9,24.2,2018
F01528,Jatwada,Aurangabad,Maharashtra,BRD-AUR,19.9206,75.0815,1.3,26.1,2017
F01529,Jatwada,Aurangabad,Maharashtra,BRD-AUR,19.9206,75.0815,1.74,25.5,2017
F01530,Jatwada,Aurangabad,Maharashtra,BRD-AUR,19.9206,75.0815,3.3,29.2,2016
F01531,Jatwada,Aurangabad,Maharashtra,BRD-AUR,19.9206,75.0815,1.14,24.8,2018
F01532,Jatwada,Aurangabad,Maharashtra,BRD-AUR,19.9206,75.0815,6.24,24.4,2017
F01533,Jatwada,Aurangabad,Maharashtra,BRD-AUR,19.9206,75.0815,3.22,25.2,2018
F01534,Jatwada,Aurangabad,Maharashtra,BRD-AUR,19.9206,75.0815,1.91,24.0,2018
F01535,Jatwada,Aurangabad,Maharashtra,BRD-AUR,19.9206,75.0815,3.85,26.3,2016
F01536,Jatwada,Aurangabad,Maharashtra,BRD-AUR,19.9206,75.0815,4.33,26.9,2016
F01537,Jatwada,Aurangabad,Maharashtra,BRD-AUR,19.9206,75.0815,1.95,25.3,2018
F01538,Jatwada,Aurangabad,Maharashtra,BRD-AUR,19.9206,75.0815,3.08,24.3,2016
F01539,Jatwada,Aurangabad,Maharashtra,BRD-AUR,19.9206,75.0815,2.14,26.6,2018
F01540,Jatwada,Aurangabad,Maharashtra,BRD-AUR,19.9206,75.0815,2.51,25.0,2018
F01541,Jatwada,Aurangabad,Maharashtra,BRD-AUR,19.9206,75.0815,1.77,28.2,2015
F01542,Karmad,Aurangabad,Maharashtra,BRD-AUR,19.9297,75.4488,2.97,5.2,2015
F01543,Karmad,Aurangabad,Maharashtra,BRD-AUR,19.9297,75.4488,3.72,5.2,2017
