farmer_id,season,crop,estimated_yield_tons
F02119,2019-R,Gram,4.023
F02120,2019-R,Mustard,1.369
F02121,2019-R,Mustard,2.641
F02122,2019-R,Mustard,1.214
F02123,2019-R,Mustard,1.753
F02124,2019-R,Mustard,1.817
F02125,2019-R,Mustard,1.402
F02126,2019-R,Mustard,2.357
F02126,2019-R,Gram,2.204
F02127,2019-R,Mustard,1.541
F02127,2019-R,Gram,1.273
F02128,2019-R,Mustard,3.682
F02129,2019-R,Mustard,3.285
F02129,2019-R,Gram,2.607
F02130,2019-R,Mustard,6.279
F02131,2019-R,Mustard,2.141
F02131,2019-R,Gram,1.994
F02132,2019-R,Mustard,5.719
F02132,2019-R,Gram,4.512
F02133,2019-R,Mustard,1.696
F02133,2019-R,Gram,1.48
F02134,2019-R,Mustard,1.751
F02135,2019-R,Mustard,1.366
F02135,2019-R,Gram,1.223
F02136,2019-R,Mustard,4.393
F02136,2019-R,Gram,3.648
F02137,2019-R,Mustard,2.103
F02138,2019-R,Mustard,1.262
F02138,2019-R,Gram,1.103
F02139,2019-R,Mustard,4.236
F02140,2019-R,Mustard,2.994
F02141,2019-R,Mustard,2.02
F02141,2019-R,Gram,1.702
F02142,2019-R,Mustard,4.135
F02142,2019-R,Gram,3.375
F02143,2019-R,Mustard,2.297
F02143,2019-R,Gram,2.162
F02144,2019-R,Mustard,1.925
F02145,2019-R,Mustard,4.137
F02146,2019-R,Mustard,1.284
F02147,2019-R,Mustard,2.631
F02147,2019-R,Gram,2.339
F02148,2019-R,Mustard,1.294
F02148,2019-R,Gram,0.918
F02149,2019-R,Mustard,2.214
F02149,2019-R,Gram,1.868
F02150,2019-R,Mustard,2.689
F02150,2019-R,Gram,2.027
F02151,2019-R,Mustard,1.739
F02152,2019-R,Mustard,2.516
F02153,2019-R,Mustard,3.344
F02154,2019-R,Mustard,2.715
F02155,2019-R,Mustard,2.362
F02155,2019-R,Gram,1.948
F02156,2019-R,Mustard,2.219
F02157,2019-R,Mustard,3.305
F02158,2019-R,Mustard,3.577
F02159,2019-R,Mustard,2.496
F02159,2019-R,Gram,2.201
F02160,2019-R,Mustard,1.874
F02160,2019-R,Gram,1.691
F02161,2019-R,Mustard,5.623
F02162,2019-R,Mustard,1.001
F02162,2019-R,Gram,0.829
F02163,2019-R,Mustard,1.985
F02164,2019-R,Mustard,2.94
F02164,2019-R,Gram,2.364
F02165,2019-R,Mustard,0.671
F02165,2019-R,Gram,0.638
F02166,2019-R,Mustard,1.648
F02167,2019-R,Mustard,3.039
F02168,2019-R,Mustard,6.915
F02168,2019-R,Gram,5.856
F02169,2019-R,Mustard,1.781
F02169,2019-R,Gram,1.676
F02170,2019-R,Mustard,1.926
F02171,2019-R,Mustard,2.622
F02172,2019-R,Mustard,1.23
F02173,2019-R,Mustard,2.345
F02173,2019-R,Gram,1.991
F02174,2019-R,Mustard,1.108
F02175,2019-R,Mustard,1.135
F02175,2019-R,Gram,0.947
F02176,2019-R,Mustard,1.575
F02176,2019-R,Gram,1.302
F02177,2019-R,Mustard,1.265
F02178,2019-R,Mustard,3.29
F02179,2019-R,Mustard,1.893
F02180,2019-R,Mustard,1.342
F02180,2019-R,Gram,1.147
F02181,2019-R,Mustard,2.451
F02182,2019-R,Mustard,3.243
F02183,2019-R,Mustard,2.05
F02183,2019-R,Gram,1.733
F02184,2019-R,Mustard,3.604
F02185,2019-R,Mustard,2.191
F02186,2019-R,Mustard,0.937
F02187,2019-R,Mustard,6.686
F02188,2019-R,Mustard,4.455
F02189,2019-R,Mustard,2.415
F02189,2019-R,Gram,2.104
F02190,2019-R,Mustard,2.569
F02191,2019-R,Mustard,2.771
F02192,2019-R,Mustard,1.154
F02192,2019-R,Gram,0.975
F02193,2019-R,Mustard,2.605
F02194,2019-R,Mustard,1.528
F02195,2019-R,Mustard,1.618
F02195,2019-R,Gram,1.347
F02196,2019-R,Mustard,3.746
F02197,2019-R,Mustard,1.29
F02198,2019-R,Mustard,3.064
F02199,2019-R,Mustard,1.992
F02200,2019-R,Mustard,5.219
F02200,2019-R,Gram,4.4
F02201,2019-R,Mustard,2.274
F02202,2019-R,Mustard,4.769
F02203,2019-R,Mustard,7.745
F02203,2019-R,Gram,6.422
F02204,2019-R,Mustard,0.885
F02205,2019-R,Mustard,1.374
F02206,2019-R,Mustard,1.259
F02207,2019-R,Mustard,2.174
F02208,2019-R,Mustard,1.002
F02208,2019-R,Gram,0.923
F02209,2019-R,Mustard,3.388
F02210,2019-R,Mustard,2.056
F02211,2019-R,Mustard,1.16
F02212,2019-R,Mustard,2.512
F02213,2019-R,Mustard,1.808
F02213,2019-R,Gram,1.541
F02214,2019-R,Mustard,2.088
F02214,2019-R,Gram,1.904
F02215,2019-R,Mustard,1.985
F02216,2019-R,Mustard,2.094
F02216,2019-R,Gram,1.804
F02217,2019-R,Mustard,3.721
F02218,2019-R,Mustard,0.982
F02219,2019-R,Mustard,2.191
F02220,2019-R,Wheat,8.828
F02221,2019-R,Wheat,6.252
F02222,2019-R,Mustard,1.886
F02223,2019-R,Gram,1.461
F02224,2019-R,Wheat,5.811
F02225,2019-R,Gram,2.804
F02226,2019-R,Wheat,4.331
F02227,2019-R,Mustard,1.565
F02228,2019-R,Wheat,6.852
F02229,2019-R,Gram,0.867
F02230,2019-R,Mustard,1.673
F02231,2019-R,Mustard,2.203
F02232,2019-R,Gram,1.377
F02233,2019-R,Gram,1.567
F02234,2019-R,Wheat,1.624
F02235,2019-R,Wheat,8.834
F02236,2019-R,Wheat,6.392
F02237,2019-R,Wheat,11.897
F02238,2019-R,Wheat,6.309
F02239,2019-R,Wheat,8.561
F02240,2019-R,Wheat,4.446
F02241,2019-R,Wheat,10.052
F02242,2019-R,Wheat,9.45
F02243,2019-R,Mustard,2.986
F02244,2019-R,Wheat,9.154
F02245,2019-R,Mustard,6.109
F02246,2019-R,Mustard,2.748
F02247,2019-R,Wheat,3.67
F02248,2019-R,Wheat,4.895
F02249,2019-R,Mustard,3.545
F02250,2019-R,Mustard,2.912
F02251,2019-R,Mustard,1.96
F02252,2019-R,Wheat,5.955
F02253,2019-R,Mustard,1.502
F02254,2019-R,Mustard,1.992
F02255,2019-R,Gram,1.487
F02256,2019-R,Mustard,1.358
F02257,2019-R,Mustard,3.144
F02258,2019-R,Gram,1.188
F02259,2019-R,Mustard,3.894
F02260,2019-R,Wheat,1.942
F02261,2019-R,Wheat,8.453
F02262,2019-R,Wheat,5.071
F02263,2019-R,Gram,1.661
F02264,2019-R,Mustard,1.018
F02265,2019-R,Mustard,2.48
F02266,2019-R,Wheat,8.748
F02267,2019-R,Mustard,1.247
F02268,2019-R,Wheat,4.781
F02269,2019-R,Wheat,2.006
F02270,2019-R,Gram,3.057
F02271,2019-R,Wheat,4.331
F02272,2019-R,Mustard,3.926
F02273,2019-R,Mustard,1.623
F02274,2019-R,Wheat,1.747
F02275,2019-R,Mustard,1.424
F02276,2019-R,Wheat,4.75
F02277,2019-R,Gram,0.587
F02278,2019-R,Wheat,5.994
F02279,2019-R,Gram,1.836
F02280,2019-R,Wheat,3.534
F02281,2019-R,Mustard,3.161
F02282,2019-R,Wheat,2.2
F02283,2019-R,Wheat,6.147
F02284,2019-R,Mustard,2.812
F02285,2019-R,Wheat,2.689
F02286,2019-R,Gram,1.355
F02287,2019-R,Wheat,3.748
F02288,2019-R,Wheat,6.666
F02289,2019-R,Wheat,3.566
F02290,2019-R,Wheat,5.75
F02291,2019-R,Gram,3.462
F02292,2019-R,Wheat,9.098
F02293,2019-R,Mustard,2.415
F02294,2019-R,Wheat,8.409
F02295,2019-R,Wheat,4.459
F02296,2019-R,Gram,1.887
F01001,2020-K,Cotton,1.086
F01002,2020-K,Cotton,0.857
F01003,2020-K,Cotton,0.995
F01003,2020-K,Soybean,1.412
F01004,2020-K,Cotton,1.103
F01005,2020-K,Cotton,3.869
F01006,2020-K,Cotton,1.005
F01006,2020-K,Soybean,1.191
F01007,2020-K,Cotton,1.482
F01008,2020-K,Cotton,0.864
F01008,2020-K,Soybean,1.356
F01009,2020-K,Cotton,1.061
F01010,2020-K,Cotton,1.423
F01010,2020-K,Soybean,2.074
F01011,2020-K,Cotton,2.896
F01012,2020-K,Cotton,2.259
F01012,2020-K,Soybean,2.892
F01013,2020-K,Cotton,1.957
F01014,2020-K,Cotton,1.079
F01014,2020-K,Soybean,1.391
F01015,2020-K,Cotton,2.903
F01016,2020-K,Cotton,1.035
F01016,2020-K,Soybean,1.355
F01017,2020-K,Cotton,2.366
F01017,2020-K,Soybean,3.174
F01018,2020-K,Cotton,2.233
F01019,2020-K,Cotton,1.636
F01019,2020-K,Soybean,2.126
F01020,2020-K,Cotton,0.517
F01021,2020-K,Cotton,1.583
F01021,2020-K,Soybean,2.039
F01022,2020-K,Cotton,1.252
F01022,2020-K,Soybean,1.556
F01023,2020-K,Cotton,1.203
F01024,2020-K,Cotton,6.059
F01024,2020-K,Soybean,7.46
F01025,2020-K,Cotton,5.37
F01025,2020-K,Soybean,6.019
F01027,2020-K,Cotton,1.516
F01027,2020-K,Soybean,1.852
F01028,2020-K,Cotton,2.385
F01029,2020-K,Cotton,1.657
F01030,2020-K,Cotton,0.531
F01030,2020-K,Soybean,0.639
F01031,2020-K,Cotton,2.14
F01032,2020-K,Cotton,1.299
F01033,2020-K,Cotton,1.001
F01034,2020-K,Cotton,0.821
F01035,2020-K,Cotton,0.733
F01035,2020-K,Soybean,0.898
F01036,2020-K,Cotton,1.282
F01036,2020-K,Soybean,1.68
F01037,2020-K,Cotton,1.008
F01037,2020-K,Soybean,1.198
F01038,2020-K,Cotton,4.969
F01038,2020-K,Soybean,6.065
F01039,2020-K,Cotton,1.724
F01039,2020-K,Soybean,2.297
F01040,2020-K,Cotton,2.193
F01041,2020-K,Cotton,3.173
F01042,2020-K,Cotton,2.654
F01043,2020-K,Cotton,3.433
F01043,2020-K,Soybean,4.477
F01044,2020-K,Cotton,2.582
F01044,2020-K,Soybean,3.585
F01045,2020-K,Cotton,1.726
F01046,2020-K,Cotton,0.679
F01046,2020-K,Soybean,0.907
F01047,2020-K,Cotton,0.85
F01047,2020-K,Soybean,1.157
F01048,2020-K,Cotton,0.649
F01048,2020-K,Soybean,0.903
F01049,2020-K,Cotton,1.436
F01050,2020-K,Cotton,3.37
F01051,2020-K,Cotton,1.763
F01052,2020-K,Cotton,2.399
F01052,2020-K,Soybean,2.631
F01053,2020-K,Cotton,2.799
F01054,2020-K,Cotton,3.651
F01055,2020-K,Cotton,1.936
F01056,2020-K,Cotton,3.523
F01057,2020-K,Cotton,1.728
F01057,2020-K,Soybean,2.342
F01058,2020-K,Cotton,3.274
F01059,2020-K,Cotton,1.904
F01060,2020-K,Cotton,1.904
F01061,2020-K,Cotton,2.017
F01062,2020-K,Cotton,2.906
F01063,2020-K,Cotton,0.953
F01064,2020-K,Cotton,3.002
F01066,2020-K,Cotton,2.3
F01067,2020-K,Cotton,1.12
F01067,2020-K,Soybean,1.445
F01068,2020-K,Cotton,2.655
F01069,2020-K,Cotton,2.439
F01070,2020-K,Cotton,1.421
F01071,2020-K,Cotton,1.303
F01071,2020-K,Soybean,1.6
F01072,2020-K,Cotton,2.374
F01072,2020-K,Soybean,3.034
F01073,2020-K,Cotton,1.463
F01073,2020-K,Soybean,1.989
F01074,2020-K,Cotton,0.801
F01075,2020-K,Cotton,4.199
F01076,2020-K,Cotton,1.718
F01077,2020-K,Cotton,2.755
F01078,2020-K,Cotton,1.048
F01079,2020-K,Cotton,1.301
F01079,2020-K,Soybean,1.688
F01080,2020-K,Cotton,4.672
F01081,2020-K,Cotton,1.843
F01082,2020-K,Cotton,1.066
F01083,2020-K,Cotton,1.242
F01083,2020-K,Soybean,1.59
F01084,2020-K,Cotton,0.833
F01084,2020-K,Soybean,0.963
F01085,2020-K,Cotton,2.208
F01085,2020-K,Soybean,2.964
F01086,2020-K,Cotton,2.304
F01087,2020-K,Cotton,2.959
F01088,2020-K,Cotton,0.739
F01089,2020-K,Cotton,3.597
F01089,2020-K,Soybean,4.292
F01090,2020-K,Cotton,1.074
F01090,2020-K,Soybean,1.419
F01091,2020-K,Cotton,2.67
F01092,2020-K,Cotton,1.757
F01092,2020-K,Soybean,2.038
F01093,2020-K,Cotton,5.015
F01094,2020-K,Cotton,0.513
F01095,2020-K,Cotton,0.86
F01095,2020-K,Soybean,1.168
F01096,2020-K,Cotton,3.668
F01096,2020-K,Soybean,4.196
F01097,2020-K,Cotton,1.202
F01098,2020-K,Cotton,0.952
F01098,2020-K,Soybean,1.315
F01099,2020-K,Cotton,2.006
F01099,2020-K,Soybean,3.21
F01100,2020-K,Cotton,1.044
F01100,2020-K,Soybean,1.403
F01101,2020-K,Cotton,0.507
F01101,2020-K,Soybean,0.635
F01102,2020-K,Cotton,1.901
F01102,2020-K,Soybean,2.285
F01103,2020-K,Cotton,2.54
F01103,2020-K,Soybean,3.221
F01104,2020-K,Cotton,3.347
F01104,2020-K,Soybean,4.151
F01105,2020-K,Cotton,2.463
F01105,2020-K,Soybean,3.202
F01106,2020-K,Cotton,0.722
F01107,2020-K,Cotton,1.967
F01107,2020-K,Soybean,2.659
F01108,2020-K,Cotton,1.437
F01108,2020-K,Soybean,1.623
F01109,2020-K,Cotton,1.42
F01110,2020-K,Cotton,2.037
F01111,2020-K,Cotton,1.667
F01112,2020-K,Cotton,2.614
F01113,2020-K,Cotton,1.875
F01114,2020-K,Cotton,1.909
F01115,2020-K,Cotton,2.101
F01115,2020-K,Soybean,2.626
F01116,2020-K,Cotton,1.551
F01117,2020-K,Cotton,1.795
F01118,2020-K,Cotton,2.079
F01119,2020-K,Cotton,1.291
F01120,2020-K,Cotton,2.194
F01120,2020-K,Soybean,2.939
F01121,2020-K,Cotton,0.821
F01121,2020-K,Soybean,0.945
F01122,2020-K,Cotton,0.523
F01122,2020-K,Soybean,0.687
F01123,2020-K,Cotton,1.479
F01124,2020-K,Cotton,0.664
F01125,2020-K,Cotton,1.495
F01125,2020-K,Soybean,1.874
F01126,2020-K,Cotton,1.337
F01127,2020-K,Cotton,4.657
F01128,2020-K,Cotton,1.184
F01128,2020-K,Soybean,1.549
F01129,2020-K,Cotton,2.407
F01129,2020-K,Soybean,2.771
F01130,2020-K,Cotton,1.303
F01131,2020-K,Cotton,1.459
F01131,2020-K,Soybean,1.81
F01132,2020-K,Cotton,2.506
F01132,2020-K,Soybean,3.137
F01133,2020-K,Cotton,0.819
F01133,2020-K,Soybean,1.038
F01134,2020-K,Cotton,1.203
F01134,2020-K,Soybean,1.707
F01135,2020-K,Cotton,1.301
F01136,2020-K,Cotton,2.793
F01137,2020-K,Cotton,1.884
F01138,2020-K,Cotton,1.523
F01139,2020-K,Cotton,1.084
F01140,2020-K,Cotton,1.16
F01141,2020-K,Cotton,2.123
F01142,2020-K,Cotton,1.055
F01142,2020-K,Soybean,1.265
F01143,2020-K,Cotton,1.365
F01144,2020-K,Cotton,1.144
F01145,2020-K,Cotton,0.937
F01146,2020-K,Cotton,1.012
F01147,2020-K,Cotton,2.255
F01147,2020-K,Soybean,3.31
F01148,2020-K,Cotton,0.601
F01149,2020-K,Cotton,1.514
F01150,2020-K,Cotton,3.099
F01150,2020-K,Soybean,3.705
F01151,2020-K,Cotton,0.482
F01151,2020-K,Soybean,0.654
F01152,2020-K,Cotton,2.801
F01153,2020-K,Cotton,2.029
F01154,2020-K,Soybean,1.685
F01155,2020-K,Soybean,0.939
F01156,2020-K,Soybean,1.408
F01156,2020-K,Cotton,1.089
F01157,2020-K,Soybean,0.58
F01158,2020-K,Soybean,2.32
F01159,2020-K,Soybean,3.565
F01160,2020-K,Soybean,2.149
F01160,2020-K,Cotton,1.788
F01161,2020-K,Soybean,2.484
F01162,2020-K,Soybean,2.326
F01163,2020-K,Soybean,4.763
F01164,2020-K,Soybean,3.166
F01165,2020-K,Soybean,3.121
F01166,2020-K,Soybean,1.857
F01166,2020-K,Cotton,1.385
F01167,2020-K,Soybean,3.035
F01168,2020-K,Soybean,2.435
F01169,2020-K,Soybean,3.442
F01170,2020-K,Soybean,2.537
F01170,2020-K,Cotton,1.998
F01171,2020-K,Soybean,1.555
F01172,2020-K,Soybean,2.183
F01173,2020-K,Soybean,1.864
F01174,2020-K,Soybean,1.52
F01174,2020-K,Cotton,1.241
F01175,2020-K,Soybean,5.424
F01176,2020-K,Soybean,1.135
F01176,2020-K,Cotton,0.893
F01177,2020-K,Soybean,2.094
F01178,2020-K,Soybean,2.273
F01179,2020-K,Soybean,3.465
F01179,2020-K,Cotton,2.443
F01180,2020-K,Soybean,1.285
F01181,2020-K,Soybean,3.847
F01182,2020-K,Soybean,2.522
F01183,2020-K,Soybean,2.22
F01183,2020-K,Cotton,1.57
F01184,2020-K,Soybean,1.921
F01185,2020-K,Soybean,2.23
F01186,2020-K,Soybean,2.023
F01187,2020-K,Soybean,1.425
F01188,2020-K,Soybean,3.191
F01190,2020-K,Soybean,3.729
F01190,2020-K,Cotton,3.066
F01191,2020-K,Soybean,1.884
F01192,2020-K,Soybean,3.816
F01193,2020-K,Soybean,4.356
F01194,2020-K,Soybean,3.075
F01194,2020-K,Cotton,2.493
F01195,2020-K,Soybean,4.407
F01196,2020-K,Soybean,2.71
F01197,2020-K,Soybean,1.257
F01198,2020-K,Soybean,1.927
F01199,2020-K,Soybean,3.481
F01199,2020-K,Cotton,2.7
F01200,2020-K,Soybean,1.98
F01200,2020-K,Cotton,1.681
F01201,2020-K,Soybean,1.22
F01202,2020-K,Soybean,4.058
F01203,2020-K,Soybean,1.784
F01203,2020-K,Cotton,1.441
F01204,2020-K,Soybean,3.645
F01204,2020-K,Cotton,2.556
F01205,2020-K,Soybean,2.269
F01206,2020-K,Soybean,1.259
F01207,2020-K,Soybean,2.883
F01208,2020-K,Soybean,3.294
F01208,2020-K,Cotton,2.798
F01209,2020-K,Soybean,3.205
F01209,2020-K,Cotton,2.55
F01210,2020-K,Soybean,2.547
F01211,2020-K,Soybean,2.624
F01211,2020-K,Cotton,2.097
F01212,2020-K,Soybean,2.481
F01213,2020-K,Soybean,4.575
F01213,2020-K,Cotton,3.4
F01214,2020-K,Soybean,4.12
F01215,2020-K,Soybean,2.876
F01215,2020-K,Cotton,2.011
F01216,2020-K,Soybean,1.815
F01217,2020-K,Soybean,1.538
F01218,2020-K,Soybean,1.84
F01219,2020-K,Soybean,2.679
F01220,2020-K,Soybean,0.82
F01221,2020-K,Soybean,2.17
F01222,2020-K,Soybean,1.844
F01223,2020-K,Soybean,6.133
F01224,2020-K,Soybean,1.362
F01225,2020-K,Soybean,2.186
F01226,2020-K,Soybean,1.347
F01227,2020-K,Soybean,4.393
F01227,2020-K,Cotton,2.984
F01228,2020-K,Soybean,1.111
F01229,2020-K,Soybean,0.749
F01230,2020-K,Soybean,1.495
F01230,2020-K,Cotton,1.099
F01231,2020-K,Soybean,5.865
F01232,2020-K,Soybean,1.539
F01232,2020-K,Cotton,1.192
F01233,2020-K,Soybean,3.1
F01234,2020-K,Soybean,3.082
F01235,2020-K,Soybean,2.184
F01235,2020-K,Cotton,1.72
F01236,2020-K,Soybean,2.51
F01237,2020-K,Soybean,5.21
F01238,2020-K,Soybean,0.872
F01238,2020-K,Cotton,0.752
F01239,2020-K,Soybean,2.978
F01240,2020-K,Soybean,1.218
F01241,2020-K,Soybean,2.37
F01242,2020-K,Soybean,2.16
F01243,2020-K,Soybean,1.55
F01244,2020-K,Soybean,1.072
F01245,2020-K,Soybean,3.419
F01246,2020-K,Soybean,4.068
F01247,2020-K,Soybean,1.782
F01248,2020-K,Soybean,1.819
F01248,2020-K,Cotton,1.381
F01249,2020-K,Soybean,2.305
F01250,2020-K,Soybean,0.869
F01251,2020-K,Soybean,1.985
F01252,2020-K,Soybean,4.395
F01253,2020-K,Soybean,1.295
F01254,2020-K,Soybean,5.934
F01254,2020-K,Cotton,4.94
F01255,2020-K,Soybean,1.93
F01256,2020-K,Soybean,1.147
F01257,2020-K,Soybean,1.999
F01258,2020-K,Soybean,0.915
F01259,2020-K,Soybean,2.851
F01260,2020-K,Soybean,4.267
F01261,2020-K,Soybean,2.36
F01261,2020-K,Cotton,1.745
F01262,2020-K,Soybean,3.19
F01263,2020-K,Soybean,1.994
F01264,2020-K,Soybean,1.275
F01265,2020-K,Soybean,1.931
F01266,2020-K,Soybean,2.748
F01266,2020-K,Cotton,1.917
F01267,2020-K,Soybean,2.525
F01268,2020-K,Soybean,2.488
F01269,2020-K,Soybean,2.474
F01269,2020-K,Cotton,1.971
F01270,2020-K,Soybean,1.92
F01271,2020-K,Soybean,0.93
F01272,2020-K,Soybean,2.328
F01272,2020-K,Cotton,1.779
F01273,2020-K,Soybean,3.046
F01273,2020-K,Cotton,2.674
F01274,2020-K,Soybean,1.392
F01274,2020-K,Cotton,0.995
F01275,2020-K,Soybean,1.502
F01275,2020-K,Cotton,1.133
F01276,2020-K,Soybean,1.604
F01277,2020-K,Soybean,1.925
F01277,2020-K,Cotton,1.604
F01278,2020-K,Soybean,3.484
F01279,2020-K,Soybean,4.939
F01280,2020-K,Soybean,4.427
F01281,2020-K,Soybean,1.302
F01282,2020-K,Soybean,4.27
F01282,2020-K,Cotton,3.207
F01283,2020-K,Soybean,1.081
F01284,2020-K,Soybean,1.683
F01285,2020-K,Soybean,4.183
F01286,2020-K,Soybean,3.181
F01286,2020-K,Cotton,2.684
F01287,2020-K,Soybean,5.984
F01288,2020-K,Soybean,3.132
F01289,2020-K,Soybean,6.108
F01289,2020-K,Cotton,5.228
F01290,2020-K,Soybean,4.147
F01291,2020-K,Soybean,0.946
F01291,2020-K,Cotton,0.677
F01292,2020-K,Soybean,5.766
F01293,2020-K,Soybean,2.703
F01295,2020-K,Soybean,1.292
F01296,2020-K,Soybean,2.919
F01297,2020-K,Soybean,1.664
F01298,2020-K,Soybean,1.919
F01299,2020-K,Soybean,3.868
F01300,2020-K,Soybean,2.298
F01300,2020-K,Cotton,1.634
F01301,2020-K,Paddy,2.835
F01302,2020-K,Paddy,4.163
F01303,2020-K,Paddy,4.809
F01304,2020-K,Paddy,7.532
F01306,2020-K,Paddy,8.589
F01307,2020-K,Paddy,3.821
F01308,2020-K,Paddy,6.998
F01309,2020-K,Paddy,4.411
F01310,2020-K,Paddy,3.393
F01311,2020-K,Paddy,3.672
F01312,2020-K,Paddy,6.575
F01313,2020-K,Paddy,2.279
F01314,2020-K,Paddy,6.161
F01315,2020-K,Paddy,9.59
F01316,2020-K,Paddy,6.259
F01317,2020-K,Paddy,8.172
F01318,2020-K,Paddy,2.429
F01319,2020-K,Paddy,6.611
F01320,2020-K,Paddy,8.94
F01321,2020-K,Paddy,2.802
F01322,2020-K,Paddy,7.578
F01323,2020-K,Paddy,6.482
F01324,2020-K,Paddy,12.987
F01325,2020-K,Paddy,5.216
F01326,2020-K,Paddy,4.211
F01329,2020-K,Paddy,3.397
F01330,2020-K,Paddy,3.214
F01331,2020-K,Paddy,8.8
F01332,2020-K,Paddy,15.603
F01333,2020-K,Paddy,4.932
F01334,2020-K,Paddy,1.667
F01336,2020-K,Paddy,2.381
F01337,2020-K,Paddy,7.073
F01338,2020-K,Paddy,7.683
F01339,2020-K,Paddy,9.496
F01340,2020-K,Paddy,11.811
F01341,2020-K,Paddy,10.025
F01342,2020-K,Paddy,6.032
F01343,2020-K,Paddy,5.103
F01344,2020-K,Paddy,8.502
F01345,2020-K,Paddy,3.082
F01347,2020-K,Paddy,5.425
F01348,2020-K,Paddy,7.515
F01349,2020-K,Paddy,6.054
F01350,2020-K,Paddy,2.483
F01351,2020-K,Paddy,3.456
F01352,2020-K,Paddy,6.17
F01353,2020-K,Paddy,5.251
F01354,2020-K,Paddy,12.066
F01355,2020-K,Paddy,8.196
F01356,2020-K,Paddy,8.34
F01357,2020-K,Paddy,9.298
F01358,2020-K,Paddy,2.598
F01359,2020-K,Paddy,16.813
F01360,2020-K,Paddy,3.593
F01361,2020-K,Paddy,13.841
F01362,2020-K,Paddy,8.636
F01363,2020-K,Paddy,7.834
F01364,2020-K,Paddy,6.338
F01365,2020-K,Paddy,5.09
F01366,2020-K,Paddy,15.804
F01367,2020-K,Paddy,12.776
F01368,2020-K,Paddy,3.501
F01369,2020-K,Paddy,2.103
F01370,2020-K,Paddy,8.597
F01371,2020-K,Paddy,5.657
F01372,2020-K,Paddy,4.228
F01373,2020-K,Paddy,10.528
F01374,2020-K,Paddy,7.685
F01375,2020-K,Paddy,4.74
F01376,2020-K,Paddy,4.158
F01377,2020-K,Paddy,3.049
F01378,2020-K,Paddy,8.798
F01379,2020-K,Paddy,3.861
F01380,2020-K,Paddy,3.067
F01381,2020-K,Paddy,6.283
F01382,2020-K,Paddy,5.23
F01383,2020-K,Paddy,6.609
F01384,2020-K,Paddy,7.909
F01385,2020-K,Paddy,2.753
F01386,2020-K,Paddy,5.722
F01387,2020-K,Paddy,8.416
F01388,2020-K,Paddy,2.151
F01389,2020-K,Paddy,5.127
F01390,2020-K,Paddy,3.992
F01391,2020-K,Paddy,4.003
F01392,2020-K,Paddy,11.657
F01393,2020-K,Paddy,6.579
F01394,2020-K,Paddy,10.664
F01395,2020-K,Paddy,1.716
F01396,2020-K,Paddy,9.001
F01397,2020-K,Paddy,6.485
F01398,2020-K,Paddy,5.374
F01400,2020-K,Paddy,10.335
F01401,2020-K,Paddy,4.794
F01402,2020-K,Paddy,5.401
F01403,2020-K,Paddy,4.374
F01404,2020-K,Paddy,5.281
F01405,2020-K,Paddy,3.34
F01406,2020-K,Paddy,2.99
F01407,2020-K,Paddy,17.64
F01408,2020-K,Paddy,6.989
F01409,2020-K,Paddy,11.252
F01410,2020-K,Paddy,16.316
F01411,2020-K,Paddy,2.275
F01412,2020-K,Paddy,9.278
F01413,2020-K,Paddy,2.499
F01414,2020-K,Paddy,7.886
F01415,2020-K,Paddy,5.37
F01416,2020-K,Paddy,6.278
F01417,2020-K,Paddy,7.201
F01418,2020-K,Paddy,2.193
F01419,2020-K,Paddy,5.115
F01420,2020-K,Paddy,10.463
F01421,2020-K,Paddy,10.743
F01422,2020-K,Paddy,2.938
F01423,2020-K,Paddy,3.024
F01424,2020-K,Paddy,9.757
F01425,2020-K,Paddy,3.88
F01426,2020-K,Paddy,9.391
F01427,2020-K,Paddy,8.283
F01428,2020-K,Paddy,4.114
F01429,2020-K,Paddy,12.654
F01430,2020-K,Paddy,7.196
F01431,2020-K,Paddy,6.679
F01432,2020-K,Paddy,3.815
F01433,2020-K,Paddy,4.058
F01434,2020-K,Paddy,8.222
F01435,2020-K,Paddy,5.17
F01436,2020-K,Paddy,14.572
F01437,2020-K,Paddy,3.938
F01438,2020-K,Paddy,28.36
F01439,2020-K,Paddy,3.5
F01440,2020-K,Paddy,13.721
F01441,2020-K,Paddy,6.245
F01442,2020-K,Paddy,23.047
F01443,2020-K,Paddy,2.55
F01444,2020-K,Paddy,6.898
F01445,2020-K,Paddy,6.482
F01446,2020-K,Paddy,4.301
F01447,2020-K,Paddy,13.574
F01448,2020-K,Paddy,8.769
F01449,2020-K,Paddy,9.455
F01450,2020-K,Paddy,6.449
F01451,2020-K,Paddy,6.08
F01452,2020-K,Paddy,4.152
F01453,2020-K,Paddy,11.369
F01454,2020-K,Paddy,3.187
F01455,2020-K,Paddy,4.132
F01456,2020-K,Paddy,7.054
F01457,2020-K,Paddy,3.978
F01458,2020-K,Soybean,2.009
F01459,2020-K,Soybean,1.906
F01460,2020-K,Soybean,2.245
F01461,2020-K,Soybean,4.763
F01462,2020-K,Soybean,2.142
F01463,2020-K,Soybean,1.283
F01464,2020-K,Soybean,1.216
F01465,2020-K,Soybean,1.453
F01466,2020-K,Soybean,2.69
F01467,2020-K,Soybean,1.814
F01468,2020-K,Soybean,1.625
F01469,2020-K,Soybean,1.837
