farmer_id,season,side_share,yield_factor,severe_drought,defected_after
F01647,2019-R,0.648,1.009,False,False
F01648,2019-R,0.183,0.982,False,True
F01649,2019-R,0.626,1.029,False,False
F01650,2019-R,0.478,0.937,False,False
F01651,2019-R,0.0,1.029,False,True
F01652,2019-R,0.0,1.0,False,True
F01653,2019-R,0.545,1.036,False,False
F01654,2019-R,0.562,0.999,False,False
F01655,2019-R,0.275,0.977,False,True
F01656,2019-R,0.53,0.967,False,False
F01657,2019-R,0.0,0.978,False,True
F01658,2019-R,0.707,0.939,False,False
F01659,2019-R,0.472,1.023,False,False
F01660,2019-R,0.746,0.987,False,False
F01661,2019-R,0.222,1.039,False,True
F01662,2019-R,0.548,0.96,False,False
F01663,2019-R,0.0,0.999,False,True
F01664,2019-R,0.771,0.942,False,False
F01665,2019-R,0.322,0.939,False,True
F01666,2019-R,0.581,0.943,False,False
F01667,2019-R,0.122,1.027,False,True
F01668,2019-R,0.0,0.995,False,True
F01669,2019-R,0.499,1.04,False,False
F01670,2019-R,0.727,0.934,False,False
F01671,2019-R,0.589,1.034,False,False
F01672,2019-R,0.0,0.97,False,True
F01673,2019-R,0.0,0.942,False,True
F01674,2019-R,0.0,1.032,False,True
F01675,2019-R,0.684,0.998,False,False
F01676,2019-R,0.0,1.012,False,True
F01677,2019-R,0.807,0.988,False,False
F01678,2019-R,0.0,1.028,False,True
F01679,2019-R,0.699,0.976,False,False
F01680,2019-R,0.497,1.018,False,False
F01681,2019-R,0.184,1.027,False,True
F01682,2019-R,0.303,1.021,False,True
F01683,2019-R,0.0,0.969,False,True
F01684,2019-R,0.306,1.002,False,True
F01685,2019-R,0.0,0.996,False,True
F01686,2019-R,0.0,0.973,False,True
F01687,2019-R,0.827,1.033,False,False
F01688,2019-R,0.095,0.967,False,True
F01689,2019-R,0.517,1.018,False,True
F01690,2019-R,0.338,1.019,False,True
F01691,2019-R,0.0,1.02,False,True
F01692,2019-R,0.504,1.038,False,False
F01693,2019-R,0.471,0.951,False,False
F01694,2019-R,0.679,0.941,False,False
F01695,2019-R,0.488,0.954,False,False
F01696,2019-R,0.784,0.933,False,False
F01697,2019-R,0.0,0.952,False,True
F01698,2019-R,0.0,1.03,False,True
F01699,2019-R,0.451,1.028,False,False
F01700,2019-R,0.0,0.961,False,True
F01701,2019-R,0.0,1.001,False,True
F01702,2019-R,0.757,1.017,False,False
F01703,2019-R,0.558,1.003,False,False
F01704,2019-R,0.0,1.007,False,True
F01705,2019-R,0.0,0.971,False,True
F01706,2019-R,0.832,1.038,False,False
F01707,2019-R,0.827,0.94,False,False
F01708,2019-R,0.0,1.009,False,True
F01709,2019-R,0.813,0.953,False,False
F01710,2019-R,0.0,1.037,False,True
F01711,2019-R,0.324,1.033,False,True
F01712,2019-R,0.0,0.946,False,True
F01713,2019-R,0.0,0.951,False,True
F01714,2019-R,0.692,0.962,False,False
F01715,2019-R,0.052,1.004,False,True
F01716,2019-R,0.0,1.01,False,True
F01717,2019-R,0.274,1.04,False,False
F01718,2019-R,0.699,0.971,False,False
F01719,2019-R,0.513,0.974,False,False
F01720,2019-R,0.579,0.979,False,False
F01721,2019-R,0.0,1.003,False,True
F01722,2019-R,0.647,0.998,False,False
F01723,2019-R,0.462,0.983,False,False
F01724,2019-R,0.715,1.034,False,False
F01725,2019-R,0.534,0.933,False,False
F01726,2019-R,0.246,0.976,False,True
F01727,2019-R,0.0,0.97,False,True
F01728,2019-R,0.0,0.983,False,True
F01729,2019-R,0.742,0.983,False,False
F01730,2019-R,0.67,1.012,False,False
F01731,2019-R,0.0,0.957,False,True
F01732,2019-R,0.703,0.947,False,False
F01733,2019-R,0.0,0.953,False,True
F01734,2019-R,0.336,1.014,False,True
F01735,2019-R,0.0,0.936,False,True
F01736,2019-R,0.322,0.944,False,True
F01737,2019-R,0.0,0.982,False,True
F01738,2019-R,0.247,0.956,False,True
F01739,2019-R,0.363,0.94,False,True
F01740,2019-R,0.761,1.03,False,False
F01741,2019-R,0.679,0.967,False,False
F01742,2019-R,0.742,0.955,False,False
F01743,2019-R,0.476,0.981,False,False
F01744,2019-R,0.0,0.97,False,True
F01745,2019-R,0.0,1.028,False,True
F01746,2019-R,0.88,1.032,False,False
F01747,2019-R,0.696,1.024,False,False
F01748,2019-R,0.332,0.999,False,True
F01749,2019-R,0.0,0.966,False,True
F01750,2019-R,0.554,0.967,False,False
F01751,2019-R,0.0,0.968,False,True
F01752,2019-R,0.663,0.984,False,False
F01753,2019-R,0.672,0.946,False,False
F01754,2019-R,0.353,0.956,False,True
F01755,2019-R,0.64,0.939,False,False
F01756,2019-R,0.348,0.992,False,True
F01757,2019-R,0.792,0.943,False,False
F01758,2019-R,0.0,0.971,False,True
F01759,2019-R,0.759,1.008,False,False
F01760,2019-R,0.529,0.988,False,False
F01761,2019-R,0.0,0.977,False,True
F01762,2019-R,0.743,0.952,False,False
F01763,2019-R,0.319,1.017,False,True
F01764,2019-R,0.595,0.996,False,False
F01765,2019-R,0.702,1.01,False,False
F01766,2019-R,0.484,0.966,False,False
F01767,2019-R,0.0,0.949,False,True
F01769,2019-R,0.0,1.002,False,True
F01770,2019-R,0.544,0.939,False,False
F01771,2019-R,0.0,1.023,False,True
F01772,2019-R,0.542,1.02,False,False
F01773,2019-R,0.0,0.958,False,True
F01774,2019-R,0.676,0.945,False,False
F01775,2019-R,0.498,1.031,False,False
F01776,2019-R,0.0,0.931,False,True
F01777,2019-R,0.485,0.996,False,False
F01778,2019-R,0.6,0.992,False,False
F01779,2019-R,0.82,0.983,False,False
F01780,2019-R,0.654,0.946,False,False
F01781,2019-R,0.648,0.952,False,False
F01782,2019-R,0.505,0.973,False,False
F01783,2019-R,0.659,0.949,False,False
F01784,2019-R,0.747,1.029,False,False
F01785,2019-R,0.725,1.013,False,False
F01786,2019-R,0.717,0.997,False,False
F01787,2019-R,0.636,0.981,False,False
F01788,2019-R,0.785,1.029,False,False
F01789,2019-R,0.542,0.953,False,False
F01790,2019-R,0.0,0.961,False,True
F01791,2019-R,0.763,0.998,False,False
F01792,2019-R,0.481,0.967,False,False
F01793,2019-R,0.0,0.942,False,True
F01794,2019-R,0.584,0.931,False,False
F01795,2019-R,0.186,1.033,False,True
F01796,2019-R,0.287,1.003,False,True
F01797,2019-R,0.0,1.016,False,True
F01798,2019-R,0.58,1.03,False,False
F01800,2019-R,0.507,0.953,False,False
F01801,2019-R,0.457,1.012,False,False
F01802,2019-R,0.0,1.009,False,True
F01803,2019-R,0.671,1.013,False,False
F01804,2019-R,0.0,1.034,False,True
F01805,2019-R,0.792,0.993,False,False
F01806,2019-R,0.781,0.96,False,False
F01807,2019-R,0.092,0.959,False,True
F01808,2019-R,0.712,1.004,False,False
F01809,2019-R,0.634,1.016,False,False
F01810,2019-R,0.0,0.978,False,True
F01812,2019-R,0.762,0.984,False,False
F01813,2019-R,0.0,1.025,False,True
F01814,2019-R,0.0,0.939,False,True
F01815,2019-R,0.62,0.995,False,False
F01816,2019-R,0.0,0.94,False,True
F01817,2019-R,0.7,1.025,False,False
F01818,2019-R,0.669,0.977,False,False
F01819,2019-R,0.536,1.0,False,False
F01820,2019-R,0.669,0.967,False,False
F01821,2019-R,0.348,0.99,False,True
F01822,2019-R,0.0,1.001,False,True
F01823,2019-R,0.831,1.004,False,False
F01824,2019-R,0.534,0.98,False,False
F01825,2019-R,0.873,0.962,False,False
F01826,2019-R,0.0,1.036,False,True
F01827,2019-R,0.767,0.958,False,False
F01828,2019-R,0.0,0.949,False,True
F01829,2019-R,0.739,1.036,False,False
F01830,2019-R,0.194,0.979,False,True
F01831,2019-R,0.645,1.035,False,False
F01832,2019-R,0.0,1.01,False,True
F01833,2019-R,0.773,0.939,False,False
F01834,2019-R,0.0,0.941,False,True
F01835,2019-R,0.337,0.986,False,True
F01836,2019-R,0.653,1.029,False,False
F01837,2019-R,0.484,0.988,False,False
F01838,2019-R,0.69,0.95,False,False
F01839,2019-R,0.708,1.022,False,False
F01840,2019-R,0.0,0.974,False,True
F01841,2019-R,0.494,1.013,False,False
F01842,2019-R,0.688,1.017,False,False
F01843,2019-R,0.512,0.99,False,False
F01844,2019-R,0.793,1.028,False,False
F01845,2019-R,0.682,1.03,False,False
F01846,2019-R,0.528,1.017,False,False
F01847,2019-R,0.0,0.939,False,True
F01848,2019-R,0.753,0.946,False,False
F01849,2019-R,0.657,1.019,False,False
F01850,2019-R,0.0,1.032,False,True
F01851,2019-R,0.646,0.944,False,False
F01852,2019-R,0.761,0.955,False,False
F01853,2019-R,0.0,0.959,False,True
F01854,2019-R,0.0,1.034,False,True
F01855,2019-R,0.0,0.971,False,True
F01856,2019-R,0.0,0.995,False,True
F01857,2019-R,0.121,0.969,False,True
F01858,2019-R,0.475,0.988,False,False
F01859,2019-R,0.768,1.006,False,False
F01860,2019-R,0.0,1.006,False,True
F01861,2019-R,0.688,0.98,False,False
F01862,2019-R,0.0,0.972,False,True
F01863,2019-R,0.551,0.941,False,False
F01864,2019-R,0.35,0.973,False,True
F01865,2019-R,0.496,0.958,False,False
F01866,2019-R,0.692,1.014,False,False
F01867,2019-R,0.635,1.024,False,False
F01868,2019-R,0.226,0.931,False,True
F01869,2019-R,0.92,0.959,False,False
F01870,2019-R,0.788,1.033,False,False
F01871,2019-R,0.0,1.039,False,True
F01872,2019-R,0.869,0.987,False,False
F01873,2019-R,0.462,1.009,False,False
F01874,2019-R,0.673,1.032,False,False
F01875,2019-R,0.787,0.991,False,False
F01876,2019-R,0.834,0.96,False,False
F01877,2019-R,0.0,0.938,False,True
F01878,2019-R,0.652,0.984,False,False
F01879,2019-R,0.0,0.982,False,True
F01880,2019-R,0.753,0.997,False,False
F01881,2019-R,0.759,1.001,False,False
F01882,2019-R,0.806,0.952,False,False
F01883,2019-R,0.0,0.996,False,True
F01884,2019-R,0.0,1.024,False,True
F01885,2019-R,0.638,1.004,False,False
F01886,2019-R,0.787,1.03,False,False
F01887,2019-R,0.0,1.011,False,True
F01888,2019-R,0.0,0.987,False,True
F01889,2019-R,0.673,1.003,False,False
F01890,2019-R,0.559,0.952,False,False
F01891,2019-R,0.547,0.948,False,False
F01892,2019-R,0.332,1.028,False,True
F01893,2019-R,0.589,0.958,False,False
F01894,2019-R,0.0,0.94,False,True
F01895,2019-R,0.0,0.976,False,True
F01896,2019-R,0.313,1.031,False,True
F01897,2019-R,0.0,0.943,False,True
F01898,2019-R,0.274,0.981,False,True
F01899,2019-R,0.687,1.018,False,False
F01900,2019-R,0.306,0.946,False,False
F01901,2019-R,0.544,0.938,False,False
F01902,2019-R,0.727,0.995,False,False
F01903,2019-R,0.744,0.936,False,False
F01904,2019-R,0.576,0.974,False,False
F01905,2019-R,0.507,0.946,False,False
F01906,2019-R,0.0,0.934,False,True
F01907,2019-R,0.747,0.938,False,False
F01908,2019-R,0.573,0.934,False,False
F01909,2019-R,0.487,0.948,False,False
F01910,2019-R,0.545,0.984,False,False
F01911,2019-R,0.231,0.997,False,True
F01912,2019-R,0.523,1.014,False,False
F01913,2019-R,0.475,0.964,False,False
F01914,2019-R,0.567,0.967,False,False
F01915,2019-R,0.815,1.006,False,False
F01916,2019-R,0.687,0.942,False,False
F01917,2019-R,0.656,0.954,False,False
F01918,2019-R,0.714,0.976,False,False
F01919,2019-R,0.0,1.034,False,True
F01920,2019-R,0.594,0.963,False,False
F01921,2019-R,0.64,0.991,False,False
F01922,2019-R,0.782,0.975,False,False
F01923,2019-R,0.0,0.961,False,True
F01924,2019-R,0.715,0.957,False,False
F01925,2019-R,0.588,1.04,False,False
F01926,2019-R,0.87,1.005,False,False
F01927,2019-R,0.851,0.983,False,False
F01928,2019-R,0.776,1.016,False,False
F01929,2019-R,0.564,1.022,False,False
F01930,2019-R,0.285,1.019,False,True
F01931,2019-R,0.642,1.026,False,False
F01932,2019-R,0.464,1.012,False,False
F01933,2019-R,0.48,0.976,False,False
F01934,2019-R,0.491,0.939,False,False
F01935,2019-R,0.698,0.937,False,False
F01936,2019-R,0.0,0.954,False,True
F01937,2019-R,0.747,0.991,False,False
F01938,2019-R,0.0,1.003,False,True
F01939,2019-R,0.553,0.942,False,False
F01940,2019-R,0.823,0.953,False,False
F01941,2019-R,0.0,0.953,False,True
F01942,2019-R,0.344,1.003,False,True
F01943,2019-R,0.0,1.025,False,True
F01944,2019-R,0.0,1.021,False,True
F01945,2019-R,0.256,0.932,False,True
F01946,2019-R,0.0,0.993,False,True
F01947,2019-R,0.0,0.958,False,True
F01948,2019-R,0.594,0.938,False,False
F01949,2019-R,0.53,1.001,False,False
F01950,2019-R,0.34,1.036,False,True
F01951,2019-R,0.71,1.019,False,False
F01952,2019-R,0.478,0.984,False,False
F01953,2019-R,0.335,0.966,False,True
F01954,2019-R,0.556,1.039,False,False
F01955,2019-R,0.0,1.021,False,True
F01956,2019-R,0.0,0.948,False,True
F01957,2019-R,0.529,0.939,False,False
F01958,2019-R,0.516,1.023,False,False
F01959,2019-R,0.672,0.966,False,False
F01960,2019-R,0.26,1.007,False,True
F01961,2019-R,0.0,0.948,False,True
F01962,2019-R,0.344,1.014,False,True
F01963,2019-R,0.811,0.966,False,False
F01964,2019-R,0.83,0.997,False,False
F01965,2019-R,0.0,0.979,False,True
F01966,2019-R,0.55,1.018,False,False
F01967,2019-R,0.0,0.931,False,True
F01968,2019-R,0.725,0.995,False,False
F01969,2019-R,0.579,0.961,False,False
F01970,2019-R,0.536,0.955,False,False
F01971,2019-R,0.275,0.994,False,True
F01972,2019-R,0.465,0.945,False,False
F01973,2019-R,0.686,0.971,False,False
F01974,2019-R,0.519,0.996,False,False
F01975,2019-R,0.262,1.004,False,True
F01976,2019-R,0.472,0.978,False,False
F01977,2019-R,0.0,1.01,False,True
F01978,2019-R,0.677,0.962,False,False
F01979,2019-R,0.69,0.97,False,False
F01980,2019-R,0.0,1.004,False,True
F01981,2019-R,0.0,0.998,False,True
F01982,2019-R,0.595,0.95,False,False
F01983,2019-R,0.465,1.035,False,False
F01984,2019-R,0.0,0.969,False,True
F01985,2019-R,0.0,0.976,False,True
F01986,2019-R,0.702,1.008,False,False
F01987,2019-R,0.339,0.964,False,True
F01988,2019-R,0.312,0.932,False,True
F01989,2019-R,0.863,1.01,False,False
F01990,2019-R,0.5,0.939,False,False
F01991,2019-R,0.537,0.979,False,False
F01992,2019-R,0.0,1.031,False,True
F01993,2019-R,0.525,1.039,False,False
F01994,2019-R,0.63,1.009,False,False
F01995,2019-R,0.0,1.026,False,True
F01996,2019-R,0.0,0.933,False,True
F01997,2019-R,0.717,0.98,False,False
F01998,2019-R,0.701,1.016,False,False
F01999,2019-R,0.176,1.005,False,True
F02000,2019-R,0.678,1.015,False,False
F02001,2019-R,0.0,1.036,False,True
F02002,2019-R,0.632,0.935,False,False
F02003,2019-R,0.0,0.973,False,True
F02004,2019-R,0.0,0.986,False,True
F02005,2019-R,0.0,0.997,False,True
F02006,2019-R,0.0,0.995,False,True
F02007,2019-R,0.0,0.977,False,True
F02008,2019-R,0.466,0.961,False,False
F02009,2019-R,0.0,1.032,False,True
F02010,2019-R,0.0,0.968,False,True
F02011,2019-R,0.0,0.96,False,True
F02012,2019-R,0.552,0.957,False,False
F02013,2019-R,0.717,1.031,False,False
F02014,2019-R,0.0,0.966,False,True
F02015,2019-R,0.0,1.004,False,True
F02016,2019-R,0.781,1.01,False,False
F02017,2019-R,0.317,1.006,False,True
F02018,2019-R,0.0,1.023,False,True
F02019,2019-R,0.596,0.943,False,False
F02020,2019-R,0.731,1.034,False,False
F02021,2019-R,0.78,0.948,False,False
F02022,2019-R,0.713,1.027,False,False
F02023,2019-R,0.0,1.04,False,True
F02024,2019-R,0.763,1.039,False,False
F02025,2019-R,0.0,0.97,False,True
F02026,2019-R,0.707,0.948,False,False
F02027,2019-R,0.38,0.99,False,True
F02028,2019-R,0.485,0.945,False,False
F02029,2019-R,0.475,0.981,False,False
F02030,2019-R,0.886,0.973,False,False
F02031,2019-R,0.767,0.984,False,False
F02032,2019-R,0.8,0.935,False,False
F02033,2019-R,0.62,1.003,False,False
F02034,2019-R,0.0,1.009,False,True
F02035,2019-R,0.766,0.952,False,False
F02036,2019-R,0.569,1.024,False,False
F02037,2019-R,0.0,0.934,False,True
F02038,2019-R,0.757,0.958,False,False
F02039,2019-R,0.0,0.961,False,True
F02040,2019-R,0.0,0.993,False,True
F02041,2019-R,0.636,1.012,False,False
F02042,2019-R,0.678,0.968,False,False
F02043,2019-R,0.697,1.018,False,False
F02044,2019-R,0.745,0.994,False,False
F02045,2019-R,0.0,0.931,False,True
F02046,2019-R,0.68,1.036,False,False
F02047,2019-R,0.0,0.988,False,True
F02048,2019-R,0.0,0.932,False,True
F02049,2019-R,0.633,1.038,False,False
F02050,2019-R,0.358,1.004,False,True
F02051,2019-R,0.337,0.956,False,True
F02052,2019-R,0.579,0.977,False,False
F02053,2019-R,0.631,1.039,False,False
F02054,2019-R,0.616,0.987,False,False
F02055,2019-R,0.526,0.932,False,False
F02056,2019-R,0.0,1.028,False,True
F02057,2019-R,0.576,0.939,False,False
F02058,2019-R,0.524,0.96,False,False
F02059,2019-R,0.0,1.035,False,True
F02060,2019-R,0.712,1.009,False,False
F02061,2019-R,0.856,0.985,False,False
F02062,2019-R,0.0,0.943,False,True
F02063,2019-R,0.343,0.989,False,True
F02064,2019-R,0.699,1.039,False,False
F02065,2019-R,0.889,1.039,False,False
F02066,2019-R,0.72,1.029,False,False
F02067,2019-R,0.816,1.037,False,False
F02068,2019-R,0.688,0.982,False,False
F02069,2019-R,0.7,0.978,False,False
F02070,2019-R,0.526,1.009,False,False
F02071,2019-R,0.0,1.021,False,True
F02072,2019-R,0.709,1.013,False,False
F02073,2019-R,0.592,0.985,False,False
F02074,2019-R,0.365,1.026,False,False
F02075,2019-R,0.0,1.029,False,True
F02076,2019-R,0.788,0.999,False,False
F02077,2019-R,0.136,0.967,False,True
F02078,2019-R,0.52,0.958,False,False
F02079,2019-R,0.743,0.996,False,False
F02080,2019-R,0.746,1.037,False,False
F02081,2019-R,0.664,0.997,False,False
F02082,2019-R,0.456,0.972,False,False
F02083,2019-R,0.842,1.038,False,False
F02084,2019-R,0.213,0.964,False,True
F02085,2019-R,0.562,1.034,False,False
F02086,2019-R,0.818,0.974,False,False
F02087,2019-R,0.349,0.954,False,True
F02088,2019-R,0.782,0.975,False,False
F02089,2019-R,0.0,0.957,False,True
F02090,2019-R,0.79,0.939,False,False
F02091,2019-R,0.886,0.96,False,False
F02092,2019-R,0.854,1.01,False,False
F02093,2019-R,0.704,0.947,False,False
F02094,2019-R,0.816,0.955,False,False
F02095,2019-R,0.783,1.009,False,False
F02096,2019-R,0.864,0.931,False,False
F02097,2019-R,0.82,0.936,False,False
F02098,2019-R,0.0,0.946,False,True
F02099,2019-R,0.0,0.995,False,True
F02100,2019-R,0.369,1.016,False,True
F02101,2019-R,0.0,1.005,False,True
F02102,2019-R,0.0,0.954,False,True
F02103,2019-R,0.0,0.988,False,True
F02104,2019-R,0.671,1.024,False,False
F02105,2019-R,0.528,0.969,False,False
F02106,2019-R,0.516,1.018,False,False
F02107,2019-R,0.714,1.038,False,False
F02108,2019-R,0.595,0.957,False,False
F02109,2019-R,0.0,0.986,False,True
F02110,2019-R,0.222,0.958,False,True
F02111,2019-R,0.361,1.039,False,False
F02113,2019-R,0.0,0.992,False,True
F02114,2019-R,0.318,1.038,False,True
F02115,2019-R,0.651,1.036,False,False
F02116,2019-R,0.0,0.931,False,True
F02117,2019-R,0.321,0.96,False,True
F02118,2019-R,0.689,0.992,False,False
F02119,2019-R,0.0,1.025,False,True
F02120,2019-R,0.0,1.035,False,True
F02121,2019-R,0.553,0.982,False,False
F02122,2019-R,0.292,0.942,False,True
F02123,2019-R,0.662,0.945,False,False
F02124,2019-R,0.721,1.033,False,False
F02125,2019-R,0.575,1.039,False,False
F02126,2019-R,0.31,1.002,False,True
F02127,2019-R,0.0,0.978,False,True
F02128,2019-R,0.564,1.026,False,False
F02129,2019-R,0.501,1.014,False,False
F02130,2019-R,0.0,0.992,False,True
F02131,2019-R,0.0,1.031,False,True
F02132,2019-R,0.487,0.962,False,False
F02133,2019-R,0.674,0.949,False,False
F02134,2019-R,0.588,0.998,False,False
F02135,2019-R,0.0,0.975,False,True
F02136,2019-R,0.0,1.029,False,True
F02137,2019-R,0.844,0.956,False,False
F02138,2019-R,0.514,1.033,False,False
F02139,2019-R,0.7,0.966,False,False
F02140,2019-R,0.338,0.991,False,True
F02141,2019-R,0.49,0.975,False,False
F02142,2019-R,0.0,0.945,False,True
F02143,2019-R,0.0,0.999,False,True
F02144,2019-R,0.764,0.994,False,False
F02145,2019-R,0.673,0.975,False,False
F02146,2019-R,0.883,0.963,False,False
F02147,2019-R,0.637,0.935,False,False
F02148,2019-R,0.0,1.013,False,True
F02149,2019-R,0.702,0.956,False,False
F02150,2019-R,0.315,0.963,False,True
F02151,2019-R,0.81,0.991,False,False
F02152,2019-R,0.472,1.003,False,False
F02153,2019-R,0.657,0.959,False,False
F02154,2019-R,0.703,0.931,False,False
F02155,2019-R,0.0,0.947,False,True
F02156,2019-R,0.713,0.956,False,False
F02157,2019-R,0.529,1.021,False,False
F02158,2019-R,0.795,1.025,False,False
F02159,2019-R,0.0,1.002,False,True
F02160,2019-R,0.348,0.97,False,False
F02161,2019-R,0.756,0.938,False,False
F02162,2019-R,0.637,0.992,False,False
F02163,2019-R,0.491,0.961,False,False
F02164,2019-R,0.308,0.941,False,True
F02165,2019-R,0.295,0.945,False,True
F02166,2019-R,0.576,0.988,False,False
F02167,2019-R,0.0,0.971,False,True
F02168,2019-R,0.285,1.036,False,False
F02169,2019-R,0.0,1.03,False,True
F02170,2019-R,0.0,1.025,False,True
F02171,2019-R,0.519,1.014,False,False
F02172,2019-R,0.0,0.932,False,True
F02173,2019-R,0.0,1.007,False,True
F02174,2019-R,0.656,0.946,False,False
F02175,2019-R,0.322,1.007,False,True
F02176,2019-R,0.255,0.931,False,True
F02177,2019-R,0.287,1.034,False,True
F02178,2019-R,0.697,0.936,False,False
F02179,2019-R,0.593,0.947,False,False
F02180,2019-R,0.692,0.965,False,False
F02181,2019-R,0.514,1.021,False,False
F02182,2019-R,0.0,1.039,False,True
F02183,2019-R,0.0,1.034,False,True
F02184,2019-R,0.537,0.979,False,False
F02185,2019-R,0.632,1.032,False,False
F02186,2019-R,0.466,0.945,False,False
F02187,2019-R,0.583,0.939,False,False
F02188,2019-R,0.0,0.931,False,True
F02189,2019-R,0.649,0.981,False,False
F02190,2019-R,0.0,1.023,False,True
F02191,2019-R,0.566,0.964,False,False
F02192,2019-R,0.0,1.019,False,True
F02193,2019-R,0.46,0.948,False,False
F02194,2019-R,0.805,1.02,False,False
F02195,2019-R,0.816,1.019,False,False
F02196,2019-R,0.509,0.966,False,False
F02197,2019-R,0.0,0.948,False,True
F02198,2019-R,0.0,0.974,False,True
F02199,2019-R,0.283,1.034,False,True
F02200,2019-R,0.664,1.019,False,False
F02201,2019-R,0.751,0.993,False,False
F02202,2019-R,0.581,1.004,False,False
F02203,2019-R,0.305,0.981,False,True
F02204,2019-R,0.0,1.035,False,True
F02205,2019-R,0.0,1.005,False,True
F02206,2019-R,0.28,0.933,False,True
F02207,2019-R,0.809,0.982,False,False
F02208,2019-R,0.556,1.009,False,False
F02209,2019-R,0.81,0.95,False,False
F02210,2019-R,0.811,0.957,False,False
F02211,2019-R,0.637,0.996,False,False
F02212,2019-R,0.311,1.001,False,True
F02213,2019-R,0.302,1.005,False,True
F02214,2019-R,0.3,0.983,False,True
F02215,2019-R,0.332,0.991,False,True
F02216,2019-R,0.316,0.994,False,True
F02217,2019-R,0.633,0.963,False,False
F02218,2019-R,0.705,1.015,False,False
F02219,2019-R,0.327,1.018,False,True
F02220,2019-R,0.498,1.04,False,False
F02221,2019-R,0.0,0.994,False,True
F02222,2019-R,0.712,0.936,False,False
F02223,2019-R,0.0,1.0,False,True
F02224,2019-R,0.334,1.0,False,True
F02225,2019-R,0.777,0.931,False,False
F02226,2019-R,0.599,0.992,False,False
F02227,2019-R,0.745,0.996,False,False
F02228,2019-R,0.577,0.947,False,False
F02229,2019-R,0.0,0.984,False,True
F02230,2019-R,0.502,0.942,False,False
F02231,2019-R,0.736,0.962,False,False
F02232,2019-R,0.322,1.03,False,True
F02233,2019-R,0.698,1.001,False,False
F02234,2019-R,0.639,1.027,False,False
F02235,2019-R,0.0,0.949,False,True
F02236,2019-R,0.246,1.029,False,True
F02237,2019-R,0.858,1.0,False,False
F02238,2019-R,0.366,0.961,False,True
F02239,2019-R,0.643,0.963,False,False
F02240,2019-R,0.0,1.011,False,True
F02241,2019-R,0.655,1.013,False,False
F02242,2019-R,0.541,0.968,False,False
F02243,2019-R,0.719,0.974,False,False
F02244,2019-R,0.84,1.026,False,False
F02245,2019-R,0.654,0.957,False,False
F02246,2019-R,0.0,0.96,False,True
F02247,2019-R,0.0,0.982,False,True
F02248,2019-R,0.745,0.951,False,False
F02249,2019-R,0.657,1.026,False,False
F02250,2019-R,0.563,0.944,False,False
F02251,2019-R,0.65,1.007,False,False
F02252,2019-R,0.693,0.975,False,False
F02253,2019-R,0.0,0.971,False,True
F02254,2019-R,0.581,1.036,False,True
F02255,2019-R,0.487,1.013,False,False
F02256,2019-R,0.436,1.028,False,False
F02257,2019-R,0.517,1.039,False,False
F02258,2019-R,0.228,1.039,False,True
F02259,2019-R,0.401,1.021,False,False
F02260,2019-R,0.614,0.989,False,False
F02261,2019-R,0.771,1.023,False,False
F02262,2019-R,0.649,1.038,False,False
F02263,2019-R,0.667,1.017,False,False
F02264,2019-R,0.364,0.981,False,True
F02265,2019-R,0.599,1.002,False,False
F02266,2019-R,0.661,1.009,False,False
F02267,2019-R,0.755,1.033,False,False
F02268,2019-R,0.344,1.022,False,True
F02269,2019-R,0.402,1.006,False,False
F02270,2019-R,0.63,1.005,False,False
F02271,2019-R,0.302,0.943,False,True
F02272,2019-R,0.519,0.997,False,False
F02273,2019-R,0.725,0.965,False,False
F02274,2019-R,0.795,1.038,False,False
F02275,2019-R,0.631,0.971,False,False
F02276,2019-R,0.365,0.978,False,True
F02277,2019-R,0.384,1.004,False,True
F02278,2019-R,0.563,0.955,False,False
F02279,2019-R,0.708,0.992,False,False
F02280,2019-R,0.643,0.977,False,False
F02281,2019-R,0.607,0.987,False,False
F02282,2019-R,0.494,0.932,False,False
F02283,2019-R,0.313,0.983,False,True
F02284,2019-R,0.577,0.943,False,False
F02285,2019-R,0.772,1.024,False,False
F02286,2019-R,0.381,0.985,False,True
F02287,2019-R,0.662,0.973,False,False
F02288,2019-R,0.286,0.978,False,True
F02289,2019-R,0.511,0.998,False,False
F02290,2019-R,0.296,0.976,False,True
F02291,2019-R,0.527,0.991,False,False
F02292,2019-R,0.777,1.022,False,False
F02293,2019-R,0.656,0.943,False,False
F02294,2019-R,0.807,0.951,False,False
F02295,2019-R,0.711,0.998,False,False
F02296,2019-R,0.793,1.024,False,False
F01001,2020-K,0.0,1.015,False,True
F01002,2020-K,0.0,0.933,False,True
F01003,2020-K,0.567,1.005,False,False
F01004,2020-K,0.494,1.023,False,False
F01005,2020-K,0.522,1.024,False,False
F01006,2020-K,0.0,0.949,False,True
F01007,2020-K,0.0,1.0,False,True
F01008,2020-K,0.672,1.031,False,False
F01009,2020-K,0.754,1.047,False,False
F01010,2020-K,0.0,1.007,False,True
F01011,2020-K,0.461,0.933,False,False
F01012,2020-K,0.0,1.014,False,True
F01013,2020-K,0.592,0.997,False,False
F01014,2020-K,0.0,0.932,False,True
F01015,2020-K,0.48,1.007,False,False
F01016,2020-K,0.0,0.975,False,True
F01017,2020-K,0.491,0.946,False,False
F01018,2020-K,0.0,1.05,False,True
F01019,2020-K,0.796,1.01,False,False
