TXN_ID,TXN_DATE,FARMER_ID,TXN_TYPE,ITEM,QTY,RATE_INR,AMOUNT_INR,GID
T008986,06/28/2020,f01338,FERT_PURCHASE,Urea,257 kg,INR 51.43,INR 13217.51,BRD-NSK
T008987,06/12/2020,F01338,I,SEEDS,93 kgs,INR 111.61,INR 10379.73,BRD-NSK
T008988,06/01/2020,F01338,FERT_PURCHASE,SEEDS,290 kgs,INR 124.90,INR 36221.00,BRD-NSK
T008989,11/23/2020,F01339,delivery,paddy,4185 kg,INR 2365.00,INR 98975.25,BRD-NSK
T008990,11/27/2020,F01340,FPO_DELIVERY,paddy,"7,031.00 kgs",INR 2100.00,INR 147651.00,BRD-NSK
T008991,11/11/2020,F01342,D,Sona Masoori Paddy,"4,741.00 kgs",INR 2270.00,INR 107620.70,BRD-NSK
T008992,06/23/2020,F01342,input,Hybrid Seeds,139 kgs,INR 76.73,INR 10665.47,BRD-NSK
T008993,06/15/2020,F01342,FERT_PURCHASE,Seeds,209 kgs,INR 98.95,INR 20680.55,BRD-NSK
T008994,06/17/2020,F01342,Input Purchase,Urea,204 kgs,INR 44.38,INR 9053.52,BRD-NSK
T008995,11/17/2020,F01343,FPO_DELIVERY,Paddy,1576 kg,INR 2190.00,INR 34514.40,BRD-NSK
T008996,10/04/2020,F01343,DELIVERY,Paddy,1447 kg,INR 2190.00,INR 31689.30,BRD-NSK
T008997,09/09/2020,F01343,Loan Repayment,Loan Repayment,,,INR 7200.00,BRD-NSK
T008998,06/24/2020,f01343,L,EMI,,,INR 4800.00,BRD-NSK
T008999,10/15/2020,F01343,Loan Repayment,EMI,,,INR 6200.00,BRD-NSK
T009000,11/14/2020,F01345,FPO_DELIVERY,PADDY,"2,357.00 kgs",INR 2160.00,INR 50911.20,BRD-NSK
T009001,06/21/2020,F01345,input,NPK 10:26:26,291 kg,INR 45.23,INR 13161.93,BRD-NSK
T009002,06/11/2020,F01345,Input Purchase,SEEDS,44 kgs,INR 94.78,INR 4170.32,BRD-NSK
T009003,11/29/2020,F01347,DELIVERY,paddy,703.00 kgs,INR 2385.00,INR 16766.55,BRD-NSK
T009004,10/23/2020,F01347,DELIVERY,Paddy (Rainfed),2401 kg,INR 2385.00,INR 57263.85,BRD-NSK
T009005,07/14/2020,F01347,INPUT_PURCHASE,FERTILIZER 50kg bag,177 kgs,INR 32.20,INR 5699.40,BRD-NSK
T009006,10/10/2020, F01348 ,Delivery,PADDY,229.00 kgs,INR 2350.00,INR 5381.50,BRD-NSK
T009007,11/16/2020,F01348,D,Paddy (Rainfed),"3,316.00 kgs",INR 2350.00,INR 77926.00,BRD-NSK
T009008,06/08/2020,F01348,I,PPC,195 kg,INR 593.02,INR 115638.90,BRD-NSK
T009009,11/20/2020,F01350,delivery,paddy,"1,543.00 kgs",INR 2310.00,INR 35643.30,BRD-NSK
T009010,07/14/2020,F01350,I,PPC,308 kgs,INR 437.27,INR 134679.16,BRD-NSK
T009011,06/28/2020,F01350,INPUT_PURCHASE,Seeds,77 kgs,INR 65.32,INR 5029.64,BRD-NSK
T009012,06/10/2020,F01350,I,SEEDS,298 kgs,INR 112.63,INR 33563.74,BRD-NSK
T009013,11/13/2020,F01351,Delivery,Sona Masoori Paddy,"1,122.00 kgs",INR 2145.00,INR 24066.90,BRD-NSK
T009014,10/09/2020,F01352,D,Sona Masoori Paddy,"5,021.00 kgs",INR 2305.00,INR 115734.05,BRD-NSK
T009015,11/21/2020,F01353,Delivery,Sona Masoori Paddy,201 kg,INR 2315.00,INR 4653.15,BRD-NSK
T009016,11/18/2020,f01353,FPO_DELIVERY,Paddy,512.00 kgs,INR 2315.00,INR 11852.80,BRD-NSK
T009017,10/04/2020,F01353,D,Paddy (Rainfed),676.00 kgs,INR 2315.00,INR 15649.40,BRD-NSK
T009018,10/10/2020,F01353,L,EMI,,,INR 7100.00,BRD-NSK
T009019,11/21/2020,F01354,D,PADDY,"3,019.00 kgs",INR 2180.00,INR 65814.20,BRD-NSK
T009020,11/01/2020, F01354 ,DELIVERY,Paddy (Rainfed),2940 kg,INR 2180.00,INR 64092.00,BRD-NSK
T009021,07/09/2020,F01354,INPUT_PURCHASE,DAP,58 kg,INR 42.96,INR 2491.68,BRD-NSK
T009022,10/09/2020,F01355,FPO_DELIVERY,paddy,"3,293.00 kgs",INR 2355.00,INR 77550.15,BRD-NSK
T009023,11/24/2020,F01355,Delivery,paddy,1630 kg,INR 2355.00,INR 38386.50,BRD-NSK
T009024,07/14/2020,f01355,Input Purchase,DAP,47 kg,INR 54.03,INR 2539.41,BRD-NSK
T009025,11/21/2020,f01356,delivery,Paddy,5835 kg,INR 2290.00,INR 133621.50,BRD-NSK
T009026,07/14/2020,F01356,I,DAP,154 kgs,INR 32.50,INR 5005.00,BRD-NSK
T009027,11/10/2020,F01360,DELIVERY,Sona Masoori Paddy,1218 kg,INR 2330.00,INR 28379.40,BRD-NSK
T009028,11/27/2020,F01360,D,Paddy (Rainfed),1338 kg,INR 2330.00,INR 31175.40,BRD-NSK
T009029,06/29/2020,F01360,I,NPK 10:26:26,229 kgs,INR 55.89,INR 12798.81,BRD-NSK
T009030,07/03/2020,F01360,INPUT_PURCHASE,PP chemicals,105 kg,INR 143.68,INR 15086.40,BRD-NSK
T009031,11/01/2020,F01362,DELIVERY,paddy,"6,574.00 kgs",INR 2215.00,INR 145614.10,BRD-NSK
T009032,06/14/2020,F01362,FERT_PURCHASE,SEEDS,60 kgs,INR 52.29,INR 3137.40,BRD-NSK
T009033,06/15/2020, F01362 ,input,FERTILIZER 50kg bag,30 kgs,INR 46.12,INR 1383.60,BRD-NSK
T009034,11/15/2020,F01364,DELIVERY,paddy,"4,427.00 kgs",INR 2300.00,INR 101821.00,BRD-NSK
T009035,11/12/2020,F01364,FPO_DELIVERY,Paddy (Rainfed),225.00 kgs,INR 2300.00,INR 5175.00,BRD-NSK
T009036,11/26/2020,F01365,FPO_DELIVERY,Paddy (Rainfed),"3,788.00 kgs",INR 2420.00,INR 91669.60,BRD-NSK
T009037,10/31/2020,F01365,Delivery,Sona Masoori Paddy,206.00 kgs,INR 2420.00,INR 4985.20,BRD-NSK
T009038,06/08/2020,F01365,INPUT_PURCHASE,Urea,164 kg,INR 48.72,INR 7990.08,BRD-NSK
T009039,10/21/2020,F01366,DELIVERY,paddy,1600 kg,INR 2335.00,INR 37360.00,BRD-NSK
T009040,10/09/2020,F01366,D,Paddy (Rainfed),5549 kg,INR 2335.00,INR 129569.15,BRD-NSK
T009041,07/10/2020,F01366,Input Purchase,Fertilizer,69 kg,INR 39.34,INR 2714.46,BRD-NSK
T009042,07/10/2020,F01366,input,PP chemicals,85 kg,INR 563.26,INR 47877.10,BRD-NSK
T009043,07/08/2020,F01366,FERT_PURCHASE,PPC,289 kgs,INR 609.40,INR 176116.60,BRD-NSK
T009044,10/02/2020,F01369,D,Sona Masoori Paddy,"1,631.00 kgs",INR 2225.00,INR 36289.75,BRD-NSK
T009045,06/13/2020,F01369,I,Fertilizer,229 kgs,INR 38.95,INR 8919.55,BRD-NSK
T009046,11/22/2020,f01370,FPO_DELIVERY,Paddy,"4,752.00 kgs",INR 2205.00,INR 104781.60,BRD-NSK
T009047,11/28/2020,F01370,FPO_DELIVERY,Paddy,1939 kg,INR 2205.00,INR 42754.95,BRD-NSK
T009048,10/05/2020,F01374,Delivery,Sona Masoori Paddy,3706 kg,INR 2225.00,INR 82458.50,BRD-NSK
T009049,11/26/2020,F01376,DELIVERY,Paddy (Rainfed),484.00 kgs,INR 2270.00,INR 10986.80,BRD-NSK
T009050,10/14/2020,F01376,delivery,PADDY,1648 kg,INR 2270.00,INR 37409.60,BRD-NSK
T009051,06/19/2020,F01376,I,FERTILIZER 50kg bag,226 kg,INR 42.45,INR 9593.70,BRD-NSK
T009052,07/06/2020,F01376,INPUT_PURCHASE,DAP,199 kgs,INR 40.01,INR 7961.99,BRD-NSK
T009053,07/23/2020,F01376,loan,EMI,,,INR 7000.00,BRD-NSK
T009054,10/14/2020,f01376,loan,Loan Repayment,,,INR 2000.00,BRD-NSK
T009055,09/04/2020,F01376,Loan Repayment,EMI,,,INR 6100.00,BRD-NSK
T009056,10/09/2020,F01377,Delivery,paddy,133.00 kgs,INR 2080.00,INR 2766.40,BRD-NSK
T009057,10/28/2020,F01377,D,Paddy,515 kg,INR 2080.00,INR 10712.00,BRD-NSK
T009058,10/20/2020,F01378,D,PADDY,"4,474.00 kgs",INR 2190.00,INR 97980.60,BRD-NSK
T009059,10/15/2020,F01378,DELIVERY,paddy,2644 kg,INR 2190.00,INR 57903.60,BRD-NSK
T009060,06/13/2020,F01378,INPUT_PURCHASE,PPC,114 kgs,INR 195.04,INR 22234.56,BRD-NSK
T009061,06/26/2020,F01378,FERT_PURCHASE,Hybrid Seeds,109 kgs,INR 70.40,INR 7673.60,BRD-NSK
T009062,11/20/2020,F01379,DELIVERY,Sona Masoori Paddy,3024 kg,INR 2520.00,INR 76204.80,BRD-NSK
T009063,07/11/2020,F01379,input,Hybrid Seeds,27 kg,INR 95.45,INR 2577.15,BRD-NSK
T009064,07/18/2020,F01379,L,EMI,,,INR 1900.00,BRD-NSK
T009065,08/04/2020,F01379,LOAN_REPAY,EMI,,,INR 5500.00,BRD-NSK
T009066,11/27/2020,F01380,delivery,PADDY,654.00 kgs,INR 2425.00,INR 15859.50,BRD-NSK
T009067,10/05/2020,F01380,Delivery,Sona Masoori Paddy,742.00 kgs,INR 2425.00,INR 17993.50,BRD-NSK
T009068,11/26/2020,f01380,Delivery,Paddy (Rainfed),438 kg,INR 2425.00,INR 10621.50,BRD-NSK
T009069,11/23/2020,,delivery,paddy,4400 kg,INR 2390.00,INR 105160.00,BRD-NSK
T009070,10/15/2020,F01384,delivery,Sona Masoori Paddy,7176 kg,INR 2155.00,INR 154642.80,BRD-NSK
T009071,06/12/2020,F01384,INPUT_PURCHASE,SEEDS,37 kg,INR 89.70,INR 3318.90,BRD-NSK
T009072,07/13/2020,F01384,INPUT_PURCHASE,Seeds,156 kg,INR 109.83,INR 17133.48,BRD-NSK
T009073,06/30/2020,F01384,INPUT_PURCHASE,FERTILIZER 50kg bag,96 kg,INR 48.96,INR 4700.16,BRD-NSK
T009074,10/10/2020,F01385,delivery,Paddy,1124 kg,INR 2350.00,INR 26414.00,BRD-NSK
T009075,11/17/2020,F01385,Delivery,Sona Masoori Paddy,272.00 kgs,INR 2350.00,INR 6392.00,BRD-NSK
T009076,07/13/2020,F01385,I,SEEDS,206 kg,INR 59.33,INR 12221.98,BRD-NSK
T009077,11/14/2020,F01386,D,Paddy,"1,230.00 kgs",INR 2300.00,INR 28290.00,BRD-NSK
T009078,10/18/2020,F01386,Delivery,paddy,2449 kg,INR 2300.00,INR 56327.00,BRD-NSK
T009079,06/03/2020,f01386,FERT_PURCHASE,Seeds,36 kg,INR 86.70,INR 3121.20,BRD-NSK
T009080,06/14/2020,f01386,I,Urea,140 kgs,INR 49.79,INR 6970.60,BRD-NSK
T009081,11/05/2020,F01390,delivery,paddy,360.00 kgs,INR 2245.00,INR 8082.00,BRD-NSK
T009082,11/20/2020,F01390,FPO_DELIVERY,Paddy (Rainfed),1611 kg,INR 2245.00,INR 36166.95,BRD-NSK
T009083,07/09/2020, F01390 ,L,EMI,,,INR 5400.00,BRD-NSK
T009084,08/14/2020,F01390,LOAN_REPAY,Loan Repayment,,,INR 1400.00,BRD-NSK
T009085,11/01/2020,F01391,FPO_DELIVERY,Paddy,445.00 kgs,INR 2190.00,INR 9745.50,BRD-NSK
T009086,11/09/2020,F01391,Delivery,Paddy,"2,548.00 kgs",INR 2190.00,INR 55801.20,BRD-NSK
T009087,06/24/2020,F01391,INPUT_PURCHASE,FERTILIZER 50kg bag,231 kg,INR 46.76,INR 10801.56,BRD-NSK
T009088,07/07/2020,F01391,I,NPK 10:26:26,47 kgs,INR 36.84,INR 1731.48,BRD-NSK
T009089,07/13/2020,F01391,INPUT_PURCHASE,SEEDS,243 kg,INR 111.26,INR 27036.18,BRD-NSK
T009090,06/05/2020,F01391,FERT_PURCHASE,PP chemicals,140 kgs,INR 645.29,INR 90340.60,BRD-NSK
T009091,10/02/2020,f01392,FPO_DELIVERY,Paddy,985 kg,INR 2325.00,INR 22901.25,BRD-NSK
T009092,11/30/2020,F01392,DELIVERY,paddy,"2,477.00 kgs",INR 2325.00,INR 57590.25,BRD-NSK
T009093,06/03/2020,F01392,FERT_PURCHASE,Seeds,258 kg,INR 93.34,INR 24081.72,BRD-NSK
T009094,10/19/2020,F01393,delivery,PADDY,1524 kg,INR 2255.00,INR 34366.20,BRD-NSK
T009095,10/23/2020,F01393,FPO_DELIVERY,Paddy (Rainfed),1703 kg,INR 2255.00,INR 38402.65,BRD-NSK
T009096,10/23/2020,F01394,FPO_DELIVERY,Sona Masoori Paddy,5114 kg,INR 2295.00,INR 117366.30,BRD-NSK
T009097,10/21/2020,F01394,delivery,PADDY,2093 kg,INR 2295.00,INR 48034.35,BRD-NSK
T009098,11/04/2020,F01395,D,Paddy (Rainfed),662 kg,INR 2375.00,INR 15722.50,BRD-NSK
T009099,11/29/2020,F01395,FPO_DELIVERY,Sona Masoori Paddy,766 kg,INR 2375.00,INR 18192.50,BRD-NSK
T009100,06/10/2020,F01395,I,Seeds,290 kgs,INR 82.52,INR 23930.80,BRD-NSK
T009101,11/28/2020,F01396,D,PADDY,"7,681.00 kgs",INR 2230.00,INR 171286.30,BRD-NSK
T009102,10/17/2020,f01396,FPO_DELIVERY,Sona Masoori Paddy,54.00 kgs,INR 2230.00,INR 1204.20,BRD-NSK
T009103,07/08/2020,F01396,FERT_PURCHASE,Seeds,293 kgs,INR 54.56,INR 15986.08,BRD-NSK
T009104,06/17/2020,F01396,FERT_PURCHASE,Seeds,281 kgs,INR 103.60,INR 29111.60,BRD-NSK
T009105,10/24/2020,F01398,FPO_DELIVERY,Sona Masoori Paddy,"4,375.00 kgs",INR 2330.00,INR 101937.50,BRD-NSK
T009106,06/30/2020,F01398,INPUT_PURCHASE,Seeds,121 kg,INR 110.69,INR 13393.49,BRD-NSK
T009107,11/11/2020,F01400,D,Paddy (Rainfed),"2,022.00 kgs",INR 2335.00,INR 47213.70,BRD-NSK
T009108,11/03/2020,F01400,D,Paddy (Rainfed),4357 kg,INR 2335.00,INR 101735.95,BRD-NSK
T009109,06/18/2020,F01400,Input Purchase,Fertilizer,91 kg,INR 45.00,INR 4095.00,BRD-NSK
T009110,07/09/2020,F01400,Input Purchase,Fertilizer,227 kgs,INR 59.45,INR 13495.15,BRD-NSK
T009111,10/23/2020,F01401,D,PADDY,"3,761.00 kgs",INR 2245.00,INR 84434.45,BRD-NSK
T009112,06/06/2020,f01401,FERT_PURCHASE,FERTILIZER 50kg bag,192 kg,INR 37.06,INR 7115.52,BRD-NSK
T009113,06/17/2020,f01401,Input Purchase,Seeds,132 kg,INR 98.50,INR 13002.00,BRD-NSK
T009114,11/20/2020,F01403,D,Paddy,2813 kg,INR 2220.00,INR 62448.60,BRD-NSK
T009115,06/03/2020,f01403,Input Purchase,DAP,67 kg,INR 59.72,INR 4001.24,BRD-NSK
T009116,06/06/2020,F01403,input,SEEDS,130 kg,INR 118.56,INR 15412.80,BRD-NSK
T009117,11/27/2020,F01404,FPO_DELIVERY,Paddy (Rainfed),2305 kg,INR 2255.00,INR 51977.75,BRD-NSK
T009118,11/01/2020,F01404,Delivery,Paddy,1381 kg,INR 2255.00,INR 31141.55,BRD-NSK
T009119,06/07/2020,F01404,Input Purchase,Fertilizer,146 kgs,INR 38.34,INR 5597.64,BRD-NSK
T009120,10/15/2020,F01405,Delivery,Sona Masoori Paddy,644.00 kgs,INR 2365.00,INR 15230.60,BRD-NSK
T009121,10/03/2020,F01408,delivery,Paddy,3852 kg,INR 2245.00,INR 86477.40,BRD-NSK
T009122,11/08/2020,F01409,delivery,Paddy,6538 kg,INR 2345.00,INR 153316.10,BRD-NSK
T009123,06/20/2020,F01409,Input Purchase,Seeds,142 kg,INR 52.71,INR 7484.82,BRD-NSK
T009124,11/06/2020,F01412,FPO_DELIVERY,Paddy,"6,838.00 kgs",INR 2330.00,INR 159325.40,BRD-NSK
T009125,07/02/2020,F01412,FERT_PURCHASE,NPK 10:26:26,119 kg,INR 54.59,INR 6496.21,BRD-NSK
T009126,06/15/2020,F01412,FERT_PURCHASE,NPK 10:26:26,188 kg,INR 56.87,INR 10691.56,BRD-NSK
T009127,08/14/2020,F01412,Loan Repayment,EMI,,,INR 6800.00,BRD-NSK
T009128,09/12/2020,F01412,Loan Repayment,Loan Repayment,,,INR 3800.00,BRD-NSK
T009129,11/29/2020,f01414,FPO_DELIVERY,Sona Masoori Paddy,3720 kg,INR 2170.00,INR 80724.00,BRD-NSK
T009130,06/21/2020,F01414,INPUT_PURCHASE,FERTILIZER 50kg bag,180 kg,INR 34.16,INR 6148.80,BRD-NSK
T009131,06/03/2020,f01414,Input Purchase,SEEDS,85 kgs,INR 117.99,INR 10029.15,BRD-NSK
T009132,10/20/2020,F01417,delivery,PADDY,"3,401.00 kgs",INR 2310.00,INR 78563.10,BRD-NSK
T009133,11/28/2020, F01417 ,D,Paddy,1088 kg,INR 2310.00,INR 25132.80,BRD-NSK
T009134,10/05/2020,F01419,delivery,Sona Masoori Paddy,653 kg,INR 2250.00,INR 14692.50,BRD-NSK
T009135,10/20/2020,F01419,Delivery,Sona Masoori Paddy,"2,608.00 kgs",INR 2250.00,INR 58680.00,BRD-NSK
T009136,07/01/2020,F01419,I,Seeds,27 kg,INR 58.72,INR 1585.44,BRD-NSK
T009137,11/08/2020, F01419 ,L,Loan Repayment,,,INR 7600.00,BRD-NSK
T009138,09/27/2020,F01419,loan,Loan Repayment,,,INR 3100.00,BRD-NSK
T009139,08/16/2020,F01419,Loan Repayment,Loan Repayment,,,INR 1000.00,BRD-NSK
T009140,11/25/2020,F01420,D,Sona Masoori Paddy,1653 kg,INR 2295.00,INR 37936.35,BRD-NSK
T009141,11/24/2020,F01420,D,Sona Masoori Paddy,"4,582.00 kgs",INR 2295.00,INR 105156.90,BRD-NSK
T009142,10/18/2020,F01424,delivery,Sona Masoori Paddy,"1,781.00 kgs",INR 2300.00,INR 40963.00,BRD-NSK
T009143,11/02/2020, F01424 ,D,paddy,4394 kg,INR 2300.00,INR 101062.00,BRD-NSK
T009144,06/03/2020,f01424,Input Purchase,PP chemicals,105 kg,INR 263.86,INR 27705.30,BRD-NSK
T009145,06/23/2020,F01424,INPUT_PURCHASE,Urea,152 kgs,INR 29.74,INR 4520.48,BRD-NSK
T009146,11/07/2020,F01425,Delivery,Sona Masoori Paddy,1251 kg,INR 2355.00,INR 29461.05,BRD-NSK
T009147,11/09/2020,F01425,Delivery,Paddy (Rainfed),1162 kg,INR 2355.00,INR 27365.10,BRD-NSK
T009148,11/16/2020,F01428,FPO_DELIVERY,Paddy (Rainfed),"2,730.00 kgs",INR 2315.00,INR 63199.50,BRD-NSK
T009149,07/06/2020,F01428,input,PP chemicals,152 kg,INR 475.63,INR 72295.76,BRD-NSK
T009150,10/29/2020, F01430 ,D,PADDY,"4,893.00 kgs",INR 2315.00,INR 113272.95,BRD-NSK
T009151,07/14/2020,f01430,input,SEEDS,111 kg,INR 72.85,INR 8086.35,BRD-NSK
T009152,10/06/2020,F01431,DELIVERY,Sona Masoori Paddy,325.00 kgs,INR 2295.00,INR 7458.75,BRD-NSK
T009153,10/02/2020,F01431,delivery,paddy,"1,256.00 kgs",INR 2295.00,INR 28825.20,BRD-NSK
T009154,11/26/2020,F01431,D,Paddy,2218 kg,INR 2295.00,INR 50903.10,BRD-NSK
T009155,06/24/2020,F01431,input,DAP,35 kg,INR 28.25,INR 988.75,BRD-NSK
T009156,11/20/2020,F01432,DELIVERY,Paddy (Rainfed),832 kg,INR 2495.00,INR 20758.40,BRD-NSK
T009157,11/27/2020,F01432,FPO_DELIVERY,Sona Masoori Paddy,"1,378.00 kgs",INR 2495.00,INR 34381.10,BRD-NSK
T009158,07/05/2020,F01432,INPUT_PURCHASE,Hybrid Seeds,50 kg,INR 86.88,INR 4344.00,BRD-NSK
T009159,07/05/2020,F01432,FERT_PURCHASE,Urea,46 kg,INR 48.54,INR 2232.84,BRD-NSK
T009160,11/07/2020,F01433,Delivery,Paddy,850.00 kgs,INR 2165.00,INR 18402.50,BRD-NSK
T009161,11/29/2020,F01433,delivery,PADDY,"1,173.00 kgs",INR 2165.00,INR 25395.45,BRD-NSK
T009162,06/18/2020,F01433,Input Purchase,Urea,229 kgs,INR 29.85,INR 6835.65,BRD-NSK
T009163,10/18/2020,f01441,FPO_DELIVERY,paddy,"4,476.00 kgs",INR 2240.00,INR 100262.40,BRD-NSK
T009164,07/08/2020, F01441 ,Input Purchase,SEEDS,223 kgs,INR 96.42,INR 21501.66,BRD-NSK
T009165,09/11/2020,F01441,Loan Repayment,EMI,,,INR 4200.00,BRD-NSK
T009166,11/17/2020,F01447,delivery,Paddy,3769 kg,INR 2350.00,INR 88571.50,BRD-NSK
T009167,10/22/2020,F01447,Delivery,Paddy,5467 kg,INR 2350.00,INR 128474.50,BRD-NSK
T009168,06/30/2020,F01447,I,PPC,143 kg,INR 562.79,INR 80478.97,BRD-NSK
T009169,10/06/2020,F01448,Delivery,Paddy (Rainfed),1918 kg,INR 2395.00,INR 45936.10,BRD-NSK
T009170,11/15/2020,F01448,delivery,Sona Masoori Paddy,2772 kg,INR 2395.00,INR 66389.40,BRD-NSK
T009171,06/05/2020,F01448,FERT_PURCHASE,FERTILIZER 50kg bag,224 kg,INR 54.74,INR 12261.76,BRD-NSK
T009172,11/22/2020,F01450,D,paddy,4753 kg,INR 2310.00,INR 109794.30,BRD-NSK
T009173,06/28/2020,F01450,INPUT_PURCHASE,SEEDS,179 kg,INR 55.35,INR 9907.65,BRD-NSK
T009174,07/15/2020,F01450,input,NPK 10:26:26,170 kgs,INR 55.86,INR 9496.20,BRD-NSK
T009175,07/03/2020,F01450,Input Purchase,SEEDS,259 kg,INR 72.52,INR 18782.68,BRD-NSK
T009176,07/25/2020,F01450,LOAN_REPAY,Loan Repayment,,,INR 2900.00,BRD-NSK
T009177,08/31/2020,F01450,LOAN_REPAY,EMI,,,INR 6800.00,BRD-NSK
T009178,10/13/2020,F01451,D,Paddy,"2,479.00 kgs",INR 2295.00,INR 56893.05,BRD-NSK
T009179,06/13/2020,F01451,input,NPK 10:26:26,276 kgs,INR 57.31,INR 15817.56,BRD-NSK
T009180,06/08/2020,F01451,I,Seeds,79 kg,INR 49.08,INR 3877.32,BRD-NSK
T009181,11/09/2020, F01451 ,loan,Loan Repayment,,,INR 3100.00,BRD-NSK
T009182,10/19/2020,F01451,loan,EMI,,,INR 5300.00,BRD-NSK
T009183,11/21/2020,F01453,DELIVERY,Paddy,"3,133.00 kgs",INR 2370.00,INR 74252.10,BRD-NSK
T009184,11/10/2020,f01453,DELIVERY,Paddy,3744 kg,INR 2370.00,INR 88732.80,BRD-NSK
T009185,06/16/2020,F01453,Input Purchase,Urea,152 kg,INR 28.73,INR 4366.96,BRD-NSK
T009186,08/08/2020,F01453,Loan Repayment,EMI,,,INR 7200.00,BRD-NSK
T009187,10/12/2020,F01457,delivery,Paddy (Rainfed),1659 kg,INR 2325.00,INR 38571.75,BRD-NSK
T009188,10/14/2020, F01457 ,delivery,paddy,1212 kg,INR 2325.00,INR 28179.00,BRD-NSK
T009189,06/11/2020,F01457,Input Purchase,SEEDS,174 kg,INR 105.35,INR 18330.90,BRD-NSK
T010789,11/02/2020,F02237,DELIVERY,paddy,6284 kg,INR 2230.00,INR 140133.20,BRD-NSK
T010790,11/30/2020,f02237,D,Sona Masoori Paddy,"5,619.00 kgs",INR 2230.00,INR 125303.70,BRD-NSK
T010791,06/16/2020,F02237,I,NPK 10:26:26,41 kgs,INR 38.33,INR 1571.53,BRD-NSK
T010792,07/03/2020,F02237,INPUT_PURCHASE,DAP,302 kg,INR 47.39,INR 14311.78,BRD-NSK
T010793,06/13/2020,F02237,INPUT_PURCHASE,Fertilizer,48 kgs,INR 55.70,INR 2673.60,BRD-NSK
T010794,06/09/2020,F02237,INPUT_PURCHASE,FERTILIZER 50kg bag,236 kgs,INR 38.70,INR 9133.20,BRD-NSK
T010795,06/29/2020,F02237,Input Purchase,Fertilizer,73 kgs,INR 28.14,INR 2054.22,BRD-NSK
T010796,06/28/2020,F02237,input,NPK 10:26:26,174 kgs,INR 37.79,INR 6575.46,BRD-NSK
T010800,10/02/2020,F02241,delivery,paddy,2656 kg,INR 2315.00,INR 61486.40,BRD-NSK
T010801,10/12/2020,F02241,FPO_DELIVERY,Paddy,7275 kg,INR 2315.00,INR 168416.25,BRD-NSK
T010802,07/01/2020,F02241,L,Loan Repayment,,,INR 5000.00,BRD-NSK
T010803,07/23/2020,f02241,LOAN_REPAY,Loan Repayment,,,INR 4100.00,BRD-NSK
T010823,11/02/2020,f02248,FPO_DELIVERY,Paddy,"3,376.00 kgs",INR 2030.00,INR 68532.80,BRD-NSK
T010824,11/18/2020,f02248,Delivery,Paddy,487.00 kgs,INR 2030.00,INR 9886.10,BRD-NSK
T010825,07/05/2020, F02248 ,input,Seeds,221 kg,INR 93.51,INR 20665.71,BRD-NSK
T010858,10/08/2020,F02260,FPO_DELIVERY,PADDY,1181 kg,INR 2375.00,INR 28048.75,BRD-NSK
T010859,11/21/2020,F02260,D,paddy,184.00 kgs,INR 2375.00,INR 4370.00,BRD-NSK
T010860,06/29/2020,F02260,input,PPC,130 kg,INR 351.64,INR 45713.20,BRD-NSK
T010882,11/03/2020,F02269,D,PADDY,26 kg,INR 2315.00,INR 601.90,BRD-NSK
T010883,10/08/2020,F02269,delivery,Paddy (Rainfed),208.00 kgs,INR 2315.00,INR 4815.20,BRD-NSK
T010884,07/05/2020,F02269,FERT_PURCHASE,PP chemicals,159 kg,INR 350.19,INR 55680.21,BRD-NSK
T010885,06/15/2020,F02269,FERT_PURCHASE,Fertilizer,279 kgs,INR 58.94,INR 16444.26,BRD-NSK
T010927,10/15/2020,F02287,FPO_DELIVERY,PADDY,89.00 kgs,INR 2255.00,INR 2006.95,BRD-NSK
T010928,10/19/2020,F02287,Delivery,Sona Masoori Paddy,2576 kg,INR 2255.00,INR 58088.80,BRD-NSK
T010929,07/12/2020,f02287,Input Purchase,FERTILIZER 50kg bag,269 kg,INR 29.84,INR 8026.96,BRD-NSK
T010930,07/02/2020,F02287,input,Urea,169 kg,INR 42.70,INR 7216.30,BRD-NSK
T010942,11/25/2020,f02294,Delivery,Paddy (Rainfed),9808 kg,INR 2380.00,INR 233430.40,BRD-NSK
T010943,07/06/2020,F02294,FERT_PURCHASE,Seeds,280 kgs,INR 110.71,INR 30998.80,BRD-NSK
T010944,10/15/2020,F02295,Delivery,Sona Masoori Paddy,809.00 kgs,INR 2210.00,INR 17878.90,BRD-NSK
T010945,11/17/2020,F02295,DELIVERY,Sona Masoori Paddy,625 kg,INR 2210.00,INR 13812.50,BRD-NSK
T010946,11/28/2020,F02295,DELIVERY,PADDY,88 kg,INR 2210.00,INR 1944.80,BRD-NSK
T010947,07/08/2020,F02295,FERT_PURCHASE,Fertilizer,256 kg,INR 29.56,INR 7567.36,BRD-NSK
T010972,10/10/2020,F02303,Delivery,paddy,309.00 kgs,INR 2280.00,INR 7045.20,BRD-NSK
T010973,11/25/2020,F02303,FPO_DELIVERY,PADDY,1263 kg,INR 2280.00,INR 28796.40,BRD-NSK
T010974,11/08/2020,f02303,D,Paddy (Rainfed),166.00 kgs,INR 2280.00,INR 3784.80,BRD-NSK
T010975,06/03/2020,F02303,Input Purchase,FERTILIZER 50kg bag,314 kgs,INR 31.38,INR 9853.32,BRD-NSK
